uniqID,pair,j1,j2,class,quant_con,qual_con
AT1G48840-AT3G1835010-11+IR,AT1G48840-AT3G18350,10-11,9-10,+IR,N,N
AT1G48840-AT3G183502-3+IR,AT1G48840-AT3G18350,2-3,2-3,+IR,N,N
AT1G48840-AT3G183503-4+ALTD,AT1G48840-AT3G18350,3-4,3-4,+ALTD,N,N
AT1G48840-AT3G183504-5+IR,AT1G48840-AT3G18350,4-5,4-5,+IR,N,N
AT1G48840-AT3G183506-7-ALTA,AT1G48840-AT3G18350,6-7,6-7,-ALTA,N,N
AT1G48840-AT3G183506-7+IR,AT1G48840-AT3G18350,6-7,6-7,+IR,N,N
AT1G49160-AT3G187507-8+IR,AT1G49160-AT3G18750,7-8,7-8,+IR,N,N
AT1G49300-AT3G188203-4+IR,AT1G49300-AT3G18820,3-4,2-3,+IR,N,N
AT1G49300-AT3G188205-6+IR,AT1G49300-AT3G18820,5-6,4-5,+IR,N,N
AT1G49300-AT3G188206-7-ALTA,AT1G49300-AT3G18820,6-7,5-6,-ALTA,N,N
AT1G49300-AT3G188206-7+IR,AT1G49300-AT3G18820,6-7,5-6,+IR,N,N
AT1G49480-AT3G189903-4+IR,AT1G49480-AT3G18990,3-4,4-5,+IR,N,N
AT1G49580-AT3G191001-2+IR,AT1G49580-AT3G19100,1-2,1-2,+IR,N,N
AT1G49580-AT3G191002-3+IR,AT1G49580-AT3G19100,2-3,2-3,+IR,N,N
AT1G49580-AT3G191006-7-ALTD,AT1G49580-AT3G19100,6-7,5-6,-ALTD,N,N
AT1G49580-AT3G191006-7+ALTA,AT1G49580-AT3G19100,6-7,5-6,+ALTA,N,N
AT1G49580-AT3G191006-7+IR,AT1G49580-AT3G19100,6-7,5-6,+IR,N,Y
AT1G49600-AT3G191304-5+IR,AT1G49600-AT3G19130,4-5,4-5,+IR,N,Y
AT1G49600-AT3G191305-6+ALTD,AT1G49600-AT3G19130,5-6,5-6,+ALTD,N,N
AT1G49600-AT3G191305-6+IR,AT1G49600-AT3G19130,5-6,5-6,+IR,N,Y
AT1G49730-AT3G193002-3-ALTA,AT1G49730-AT3G19300,2-3,2-3,-ALTA,N,N
AT1G49730-AT3G193002-3+IR,AT1G49730-AT3G19300,2-3,2-3,+IR,N,N
AT1G49730-AT3G193007-8-ALTA,AT1G49730-AT3G19300,7-8,7-8,-ALTA,N,N
AT1G49730-AT3G193008-9+IR,AT1G49730-AT3G19300,8-9,8-9,+IR,N,N
AT1G49840-AT3G195401-2+IR,AT1G49840-AT3G19540,1-2,1-2,+IR,N,Y
AT1G49890-AT3G195701-2+IR,AT1G49890-AT3G19570,1-2,1-2,+IR,N,N
AT1G49890-AT3G195702-3+IR,AT1G49890-AT3G19570,2-3,2-3,+IR,N,N
AT1G50040-AT3G196801-2+IR,AT1G50040-AT3G19680,1-2,1-2,+IR,Y,Y
AT1G50140-AT3G1974012-13+IR,AT1G50140-AT3G19740,12-13,12-13,+IR,N,Y
AT1G50140-AT3G1974018-19+IR,AT1G50140-AT3G19740,18-19,18-19,+IR,N,N
AT1G50140-AT3G1974020-21+IR,AT1G50140-AT3G19740,20-21,20-21,+IR,N,Y
AT1G50140-AT3G1974023-24+IR,AT1G50140-AT3G19740,23-24,23-24,+IR,Y,Y
AT1G50140-AT3G197403-4+ALTD,AT1G50140-AT3G19740,3-4,4-5,+ALTD,N,N
AT1G50140-AT3G197408-9-ALTA,AT1G50140-AT3G19740,8-9,8-9,-ALTA,N,N
AT1G50140-AT3G197409-10+IR,AT1G50140-AT3G19740,9-10,9-10,+IR,N,N
AT1G50280-AT3G198502-3+IR,AT1G50280-AT3G19850,2-3,2-3,+IR,Y,Y
AT1G50360-AT3G1996010-11+ALTA,AT1G50360-AT3G19960,10-11,11-12,+ALTA,N,N
AT1G50360-AT3G1996010-11+IR,AT1G50360-AT3G19960,10-11,11-12,+IR,N,N
AT1G50360-AT3G1996014-15+ALTD,AT1G50360-AT3G19960,14-15,16-17,+ALTD,N,N
AT1G50360-AT3G1996014-15+IR,AT1G50360-AT3G19960,14-15,16-17,+IR,N,N
AT1G50360-AT3G199602-3+ALTA,AT1G50360-AT3G19960,2-3,2-3,+ALTA,N,N
AT1G50360-AT3G1996020-21+IR,AT1G50360-AT3G19960,20-21,23-24,+IR,N,Y
AT1G50370-AT3G199801-2+IR,AT1G50370-AT3G19980,1-2,1-2,+IR,N,N
AT1G50370-AT3G199802-3+IR,AT1G50370-AT3G19980,2-3,2-3,+IR,N,N
AT1G50370-AT3G199803-4+ALTD,AT1G50370-AT3G19980,3-4,3-4,+ALTD,N,N
AT1G50370-AT3G199804-5+ALTA,AT1G50370-AT3G19980,4-5,4-5,+ALTA,N,N
AT1G50370-AT3G199804-5+ALTD,AT1G50370-AT3G19980,4-5,4-5,+ALTD,N,N
AT1G50370-AT3G199804-5+IR,AT1G50370-AT3G19980,4-5,4-5,+IR,N,N
AT1G50370-AT3G199806-7+IR,AT1G50370-AT3G19980,6-7,6-7,+IR,N,Y
AT1G50370-AT3G199808-9+IR,AT1G50370-AT3G19980,8-9,8-9,+IR,N,N
AT1G50370-AT3G199809-10+IR,AT1G50370-AT3G19980,9-10,9-10,+IR,N,Y
AT1G50410-AT3G200106-7+IR,AT1G50410-AT3G20010,6-7,5-6,+IR,N,Y
AT1G50410-AT3G200107-8+IR,AT1G50410-AT3G20010,7-8,6-7,+IR,N,N
AT1G50410-AT3G200109-10+IR,AT1G50410-AT3G20010,9-10,8-9,+IR,N,Y
AT1G50460-AT3G200401-2+ALTD,AT1G50460-AT3G20040,1-2,1-2,+ALTD,N,N
AT1G50460-AT3G200401-2+IR,AT1G50460-AT3G20040,1-2,1-2,+IR,N,N
AT1G50460-AT3G200407-8+IR,AT1G50460-AT3G20040,7-8,7-8,+IR,N,N
AT1G50460-AT3G200408-9-ALTA,AT1G50460-AT3G20040,8-9,8-9,-ALTA,N,N
AT1G50460-AT3G200408-9+IR,AT1G50460-AT3G20040,8-9,8-9,+IR,Y,Y
AT1G50490-AT3G200603-4+IR,AT1G50490-AT3G20060,3-4,3-4,+IR,N,Y
AT1G50490-AT3G200604-5+IR,AT1G50490-AT3G20060,4-5,4-5,+IR,N,N
AT1G50630-AT3G203001-2+IR,AT1G50630-AT3G20300,1-2,1-2,+IR,N,Y
AT1G50630-AT3G203003-4+IR,AT1G50630-AT3G20300,3-4,3-4,+IR,N,Y
AT1G50700-AT3G204102-3+IR,AT1G50700-AT3G20410,2-3,2-3,+IR,N,N
AT1G50700-AT3G204105-6+IR,AT1G50700-AT3G20410,5-6,5-6,+IR,N,N
AT1G50700-AT3G204106-7+IR,AT1G50700-AT3G20410,6-7,6-7,+IR,N,N
AT1G50700-AT3G204107-8+IR,AT1G50700-AT3G20410,7-8,7-8,+IR,N,N
AT1G50740-AT3G205101-2+IR,AT1G50740-AT3G20510,1-2,1-2,+IR,N,Y
AT1G51390-AT3G209702-3+IR,AT1G51390-AT3G20970,2-3,2-3,+IR,N,N
AT1G51390-AT3G209704-5+IR,AT1G51390-AT3G20970,4-5,4-5,+IR,N,N
AT1G51520-AT3G211001-2+IR,AT1G51520-AT3G21100,1-2,1-2,+IR,N,N
AT1G51590-AT3G2116010-11-ALTA,AT1G51590-AT3G21160,10-11,10-11,-ALTA,N,N
AT1G51590-AT3G2116011-12+IR,AT1G51590-AT3G21160,11-12,11-12,+IR,N,N
AT1G51590-AT3G2116012-13+IR,AT1G51590-AT3G21160,12-13,12-13,+IR,N,N
AT1G51590-AT3G211604-5+IR,AT1G51590-AT3G21160,4-5,4-5,+IR,N,N
AT1G51590-AT3G211605-6+ALTD,AT1G51590-AT3G21160,5-6,5-6,+ALTD,N,Y
AT1G51590-AT3G211605-6+IR,AT1G51590-AT3G21160,5-6,5-6,+IR,Y,Y
AT1G51590-AT3G211606-7+IR,AT1G51590-AT3G21160,6-7,6-7,+IR,Y,Y
AT1G51590-AT3G211607-8+IR,AT1G51590-AT3G21160,7-8,7-8,+IR,N,N
AT1G51590-AT3G211608-9+IR,AT1G51590-AT3G21160,8-9,8-9,+IR,Y,Y
AT1G51950-AT3G165002-3+IR,AT1G51950-AT3G16500,2-3,2-3,+IR,N,Y
AT1G51950-AT3G165003-4+IR,AT1G51950-AT3G16500,3-4,3-4,+IR,N,Y
AT1G52160-AT3G1626010-11+IR,AT1G52160-AT3G16260,10-11,10-11,+IR,N,N
AT1G52160-AT3G162604-5+IR,AT1G52160-AT3G16260,4-5,4-5,+IR,N,N
AT1G52160-AT3G162605-6+ALTD,AT1G52160-AT3G16260,5-6,5-6,+ALTD,N,N
AT1G52160-AT3G162605-6+IR,AT1G52160-AT3G16260,5-6,5-6,+IR,N,N
AT1G52160-AT3G162608-9+IR,AT1G52160-AT3G16260,8-9,8-9,+IR,N,N
AT1G52160-AT3G162609-10+IR,AT1G52160-AT3G16260,9-10,9-10,+IR,N,N
AT1G52190-AT3G161802-3+IR,AT1G52190-AT3G16180,2-3,2-3,+IR,N,Y
AT1G52190-AT3G161803-4+IR,AT1G52190-AT3G16180,3-4,3-4,+IR,N,N
AT1G52260-AT3G161101-2-ALTD,AT1G52260-AT3G16110,1-2,1-2,-ALTD,N,N
AT1G52260-AT3G161102-3+IR,AT1G52260-AT3G16110,2-3,2-3,+IR,N,N
AT1G52260-AT3G161104-5+ALTA,AT1G52260-AT3G16110,4-5,4-5,+ALTA,N,N
AT1G52260-AT3G161106-7-ALTD,AT1G52260-AT3G16110,6-7,6-7,-ALTD,N,N
AT1G52280-AT3G161004-5-ALTA,AT1G52280-AT3G16100,4-5,4-5,-ALTA,N,N
AT1G52280-AT3G161004-5+IR,AT1G52280-AT3G16100,4-5,4-5,+IR,N,N
AT1G52280-AT3G161005-6+ALTA,AT1G52280-AT3G16100,5-6,5-6,+ALTA,N,N
AT1G52280-AT3G161006-7+IR,AT1G52280-AT3G16100,6-7,6-7,+IR,N,Y
AT1G52360-AT3G1598010-11-ALTA,AT1G52360-AT3G15980,10-11,10-11,-ALTA,N,N
AT1G52360-AT3G1598010-11+IR,AT1G52360-AT3G15980,10-11,10-11,+IR,N,N
AT1G52360-AT3G1598011-12-ALTA,AT1G52360-AT3G15980,11-12,11-12,-ALTA,N,N
AT1G52360-AT3G1598011-12+IR,AT1G52360-AT3G15980,11-12,11-12,+IR,Y,Y
AT1G52360-AT3G1598012-13+IR,AT1G52360-AT3G15980,12-13,12-13,+IR,N,N
AT1G52360-AT3G1598016-17+IR,AT1G52360-AT3G15980,16-17,16-17,+IR,N,N
AT1G52360-AT3G1598017-18+IR,AT1G52360-AT3G15980,17-18,17-18,+IR,N,N
AT1G52360-AT3G1598018-19+IR,AT1G52360-AT3G15980,18-19,18-19,+IR,N,N
AT1G52360-AT3G1598021-22+IR,AT1G52360-AT3G15980,21-22,21-22,+IR,N,N
AT1G52420-AT3G159404-5+IR,AT1G52420-AT3G15940,4-5,3-4,+IR,N,N
AT1G52600-AT3G157102-3+IR,AT1G52600-AT3G15710,2-3,2-3,+IR,N,N
AT1G52600-AT3G157106-7+IR,AT1G52600-AT3G15710,6-7,6-7,+IR,N,N
AT1G52600-AT3G157107-8+IR,AT1G52600-AT3G15710,7-8,7-8,+IR,Y,Y
AT1G52670-AT3G156908-9+IR,AT1G52670-AT3G15690,8-9,8-9,+IR,Y,Y
AT1G52730-AT3G156102-3+IR,AT1G52730-AT3G15610,2-3,1-2,+IR,N,N
AT1G52730-AT3G156103-4-ALTA,AT1G52730-AT3G15610,3-4,2-3,-ALTA,N,N
AT1G52730-AT3G156103-4+IR,AT1G52730-AT3G15610,3-4,2-3,+IR,N,N
AT1G52730-AT3G156104-5+ALTD,AT1G52730-AT3G15610,4-5,3-4,+ALTD,N,N
AT1G52730-AT3G156104-5+IR,AT1G52730-AT3G15610,4-5,3-4,+IR,N,N
AT1G52730-AT3G156106-7+IR,AT1G52730-AT3G15610,6-7,5-6,+IR,N,N
AT1G52730-AT3G156107-8+IR,AT1G52730-AT3G15610,7-8,6-7,+IR,N,Y
AT1G52830-AT3G155401-2+IR,AT1G52830-AT3G15540,1-2,1-2,+IR,N,Y
AT1G52830-AT3G155402-3+IR,AT1G52830-AT3G15540,2-3,2-3,+IR,N,N
AT1G52880-AT3G155101-2+IR,AT1G52880-AT3G15510,1-2,1-2,+IR,N,N
AT1G52880-AT3G155102-3+IR,AT1G52880-AT3G15510,2-3,2-3,+IR,N,N
AT1G52910-AT3G154801-2+ALTA,AT1G52910-AT3G15480,1-2,1-2,+ALTA,N,N
AT1G52910-AT3G154801-2+IR,AT1G52910-AT3G15480,1-2,1-2,+IR,N,Y
AT1G52910-AT3G154802-3+IR,AT1G52910-AT3G15480,2-3,2-3,+IR,N,N
AT1G52930-AT3G154604-5+ALTA;-ALTD,AT1G52930-AT3G15460,4-5,4-5,+ALTA;-ALTD,N,N
AT1G53160-AT3G152701-2-ALTD,AT1G53160-AT3G15270,1-2,1-2,-ALTD,N,N
AT1G53160-AT3G152701-2+IR,AT1G53160-AT3G15270,1-2,1-2,+IR,Y,Y
AT1G53165-AT3G1522010-11-ALTA,AT1G53165-AT3G15220,10-11,10-11,-ALTA,N,N
AT1G53165-AT3G1522010-11+IR,AT1G53165-AT3G15220,10-11,10-11,+IR,N,N
AT1G53165-AT3G1522012-13+ALTA,AT1G53165-AT3G15220,12-13,12-13,+ALTA,N,N
AT1G53165-AT3G1522012-13+IR,AT1G53165-AT3G15220,12-13,12-13,+IR,N,N
AT1G53165-AT3G1522013-14-ALTD,AT1G53165-AT3G15220,13-14,13-14,-ALTD,N,N
AT1G53165-AT3G1522013-14+IR,AT1G53165-AT3G15220,13-14,13-14,+IR,N,N
AT1G53165-AT3G1522015-16-ALTA,AT1G53165-AT3G15220,15-16,15-16,-ALTA,N,N
AT1G53165-AT3G1522018-19+IR,AT1G53165-AT3G15220,18-19,18-19,+IR,N,N
AT1G53165-AT3G1522019-20+IR,AT1G53165-AT3G15220,19-20,19-20,+IR,N,N
AT1G53165-AT3G152205-6+IR,AT1G53165-AT3G15220,5-6,5-6,+IR,Y,Y
AT1G53165-AT3G152208-9-ALTA,AT1G53165-AT3G15220,8-9,8-9,-ALTA,N,N
AT1G53165-AT3G152208-9+IR,AT1G53165-AT3G15220,8-9,8-9,+IR,N,N
AT1G53190-AT3G150706-7+ALTA,AT1G53190-AT3G15070,6-7,6-7,+ALTA,N,N
AT1G53190-AT3G150706-7+IR,AT1G53190-AT3G15070,6-7,6-7,+IR,N,N
AT1G53280-AT3G149902-3+IR,AT1G53280-AT3G14990,2-3,2-3,+IR,N,N
AT1G53280-AT3G149903-4+IR,AT1G53280-AT3G14990,3-4,3-4,+IR,N,Y
AT1G53280-AT3G149904-5+IR,AT1G53280-AT3G14990,4-5,4-5,+IR,N,Y
AT1G53280-AT3G149905-6+IR,AT1G53280-AT3G14990,5-6,5-6,+IR,N,Y
AT1G53280-AT3G149906-7+ALTD,AT1G53280-AT3G14990,6-7,6-7,+ALTD,N,N
AT1G53280-AT3G149906-7+IR,AT1G53280-AT3G14990,6-7,6-7,+IR,N,N
AT1G53280-AT3G149907-8+IR,AT1G53280-AT3G14990,7-8,7-8,+IR,N,Y
AT1G53290-AT3G149601-2+IR,AT1G53290-AT3G14960,1-2,1-2,+IR,Y,Y
AT1G53290-AT3G149602-3-ALTD,AT1G53290-AT3G14960,2-3,2-3,-ALTD,Y,Y
AT1G53290-AT3G149603-4+IR,AT1G53290-AT3G14960,3-4,3-4,+IR,N,N
AT1G53290-AT3G149604-5+ALTD,AT1G53290-AT3G14960,4-5,4-5,+ALTD,N,N
AT1G53290-AT3G149604-5+IR,AT1G53290-AT3G14960,4-5,4-5,+IR,Y,Y
AT1G53290-AT3G149605-6+IR,AT1G53290-AT3G14960,5-6,5-6,+IR,N,N
AT1G53290-AT3G149606-7+IR,AT1G53290-AT3G14960,6-7,6-7,+IR,Y,Y
AT1G53310-AT3G149404-5+IR,AT1G53310-AT3G14940,4-5,4-5,+IR,N,N
AT1G53310-AT3G149408-9+IR,AT1G53310-AT3G14940,8-9,8-9,+IR,N,N
AT1G53470-AT3G148103-4+IR,AT1G53470-AT3G14810,3-4,3-4,+IR,N,N
AT1G53500-AT3G147902-3+IR,AT1G53500-AT3G14790,2-3,2-3,+IR,N,N
AT1G53650-AT3G144501-2-ALTD,AT1G53650-AT3G14450,1-2,1-2,-ALTD,N,N
AT1G53650-AT3G144501-2+IR,AT1G53650-AT3G14450,1-2,1-2,+IR,N,N
AT1G53650-AT3G144508-9+IR,AT1G53650-AT3G14450,8-9,7-8,+IR,N,N
AT1G53650-AT3G144509-10+IR,AT1G53650-AT3G14450,9-10,8-9,+IR,N,N
AT1G53730-AT3G143501-2+IR,AT1G53730-AT3G14350,1-2,1-2,+IR,N,Y
AT1G53730-AT3G1435014-15-ALTA,AT1G53730-AT3G14350,14-15,14-15,-ALTA,N,N
AT1G53730-AT3G1435014-15+IR,AT1G53730-AT3G14350,14-15,14-15,+IR,N,N
AT1G53730-AT3G1435015-16+IR,AT1G53730-AT3G14350,15-16,15-16,+IR,Y,Y
AT1G53850-AT3G142903-4+IR,AT1G53850-AT3G14290,3-4,3-4,+IR,N,N
AT1G53850-AT3G142904-5-ALTA,AT1G53850-AT3G14290,4-5,4-5,-ALTA,N,N
AT1G53850-AT3G142904-5+ALTD,AT1G53850-AT3G14290,4-5,4-5,+ALTD,N,N
AT1G53850-AT3G142904-5+IR,AT1G53850-AT3G14290,4-5,4-5,+IR,N,Y
AT1G53850-AT3G142905-6+IR,AT1G53850-AT3G14290,5-6,5-6,+IR,N,N
AT1G53850-AT3G142906-7+IR,AT1G53850-AT3G14290,6-7,6-7,+IR,N,N
AT1G53850-AT3G142907-8+IR,AT1G53850-AT3G14290,7-8,7-8,+IR,N,N
AT1G53850-AT3G142909-10+IR,AT1G53850-AT3G14290,9-10,9-10,+IR,N,N
AT1G53910-AT3G142301-2-ALTA,AT1G53910-AT3G14230,1-2,1-2,-ALTA,N,N
AT1G53910-AT3G142301-2-ALTA;-ALTD,AT1G53910-AT3G14230,1-2,1-2,-ALTA;-ALTD,N,N
AT1G53910-AT3G142301-2-ALTD,AT1G53910-AT3G14230,1-2,1-2,-ALTD,N,N
AT1G53910-AT3G142301-2+IR,AT1G53910-AT3G14230,1-2,1-2,+IR,N,Y
AT1G54080-AT3G1410010-11+IR,AT1G54080-AT3G14100,10-11,10-11,+IR,N,Y
AT1G54080-AT3G1410011-12+IR,AT1G54080-AT3G14100,11-12,11-12,+IR,Y,Y
AT1G54080-AT3G141002-3-ALTD,AT1G54080-AT3G14100,2-3,2-3,-ALTD,N,N
AT1G54080-AT3G141003-4+IR,AT1G54080-AT3G14100,3-4,3-4,+IR,N,N
AT1G54080-AT3G141006-7-ALTA,AT1G54080-AT3G14100,6-7,6-7,-ALTA,N,N
AT1G54080-AT3G141006-7+IR,AT1G54080-AT3G14100,6-7,6-7,+IR,N,N
AT1G54080-AT3G141009-10+IR,AT1G54080-AT3G14100,9-10,9-10,+IR,Y,Y
AT1G54130-AT3G140501-2+IR,AT1G54130-AT3G14050,1-2,1-2,+IR,N,N
AT1G54130-AT3G140502-3+IR,AT1G54130-AT3G14050,2-3,2-3,+IR,N,N
AT1G54130-AT3G140503-4+IR,AT1G54130-AT3G14050,3-4,3-4,+IR,N,N
AT1G54130-AT3G140504-5+IR,AT1G54130-AT3G14050,4-5,4-5,+IR,Y,Y
AT1G54130-AT3G140505-6+IR,AT1G54130-AT3G14050,5-6,5-6,+IR,N,Y
AT1G54170-AT3G140105-6+IR,AT1G54170-AT3G14010,5-6,5-6,+IR,Y,Y
AT1G54170-AT3G140106-7+IR,AT1G54170-AT3G14010,6-7,6-7,+IR,N,N
AT1G54220-AT3G1393014-15+IR,AT1G54220-AT3G13930,14-15,15-16,+IR,N,Y
AT1G54220-AT3G1393015-16+IR,AT1G54220-AT3G13930,15-16,16-17,+IR,N,N
AT1G54220-AT3G1393016-17+IR,AT1G54220-AT3G13930,16-17,17-18,+IR,N,N
AT1G54220-AT3G1393017-18+IR,AT1G54220-AT3G13930,17-18,18-19,+IR,N,N
AT1G54220-AT3G139306-7+IR,AT1G54220-AT3G13930,6-7,7-8,+IR,N,N
AT1G54220-AT3G139307-8+ALTA,AT1G54220-AT3G13930,7-8,8-9,+ALTA,N,N
AT1G54220-AT3G139309-10+IR,AT1G54220-AT3G13930,9-10,10-11,+IR,N,N
AT1G55110-AT3G138103-4+IR,AT1G55110-AT3G13810,3-4,4-5,+IR,N,Y
AT1G55130-AT3G137721-2+ALTA,AT1G55130-AT3G13772,1-2,1-2,+ALTA,N,N
AT1G55130-AT3G137721-2+ALTD,AT1G55130-AT3G13772,1-2,1-2,+ALTD,N,N
AT1G55130-AT3G137721-2+IR,AT1G55130-AT3G13772,1-2,1-2,+IR,N,N
AT1G55130-AT3G137724-5+IR,AT1G55130-AT3G13772,4-5,4-5,+IR,N,N
AT1G55130-AT3G137725-6+IR,AT1G55130-AT3G13772,5-6,5-6,+IR,N,N
AT1G55130-AT3G137726-7+IR,AT1G55130-AT3G13772,6-7,6-7,+IR,N,N
AT1G55200-AT3G136903-4+IR,AT1G55200-AT3G13690,3-4,4-5,+IR,N,N
AT1G55200-AT3G136904-5+ALTA,AT1G55200-AT3G13690,4-5,5-6,+ALTA,N,N
AT1G55200-AT3G136904-5+IR,AT1G55200-AT3G13690,4-5,5-6,+IR,N,N
AT1G55200-AT3G136905-6+IR,AT1G55200-AT3G13690,5-6,6-7,+IR,N,N
AT1G55200-AT3G136907-8+IR,AT1G55200-AT3G13690,7-8,8-9,+IR,N,N
AT1G55310-AT3G135702-3+IR,AT1G55310-AT3G13570,2-3,2-3,+IR,N,N
AT1G55310-AT3G135705-6-ALTA,AT1G55310-AT3G13570,5-6,4-5,-ALTA,N,Y
AT1G55310-AT3G135705-6+IR,AT1G55310-AT3G13570,5-6,4-5,+IR,N,N
AT1G55310-AT3G135706-7+IR,AT1G55310-AT3G13570,6-7,5-6,+IR,N,N
AT1G55360-AT3G135103-4+IR,AT1G55360-AT3G13510,3-4,3-4,+IR,N,N
AT1G55360-AT3G135104-5+IR,AT1G55360-AT3G13510,4-5,4-5,+IR,N,N
AT1G55360-AT3G135105-6+IR,AT1G55360-AT3G13510,5-6,5-6,+IR,N,N
AT1G55360-AT3G135106-7+IR,AT1G55360-AT3G13510,6-7,6-7,+IR,N,N
AT1G55510-AT3G134501-2+IR,AT1G55510-AT3G13450,1-2,1-2,+IR,N,Y
AT1G55510-AT3G1345011-12+IR,AT1G55510-AT3G13450,11-12,11-12,+IR,N,N
AT1G55510-AT3G134506-7+IR,AT1G55510-AT3G13450,6-7,6-7,+IR,N,N
AT1G55510-AT3G134507-8+IR,AT1G55510-AT3G13450,7-8,7-8,+IR,N,Y
AT1G55510-AT3G134508-9+IR,AT1G55510-AT3G13450,8-9,8-9,+IR,N,Y
AT1G55510-AT3G134509-10+IR,AT1G55510-AT3G13450,9-10,9-10,+IR,N,N
AT1G55520-AT3G134452-3+IR,AT1G55520-AT3G13445,2-3,2-3,+IR,N,N
AT1G55520-AT3G134453-4+IR,AT1G55520-AT3G13445,3-4,3-4,+IR,N,N
AT1G55520-AT3G134454-5+IR,AT1G55520-AT3G13445,4-5,4-5,+IR,N,N
AT1G55520-AT3G134457-8+IR,AT1G55520-AT3G13445,7-8,7-8,+IR,N,Y
AT1G55520-AT3G134458-9+IR,AT1G55520-AT3G13445,8-9,8-9,+IR,N,Y
AT1G55680-AT3G133404-5-ALTD,AT1G55680-AT3G13340,4-5,4-5,-ALTD,N,N
AT1G55680-AT3G133404-5+IR,AT1G55680-AT3G13340,4-5,4-5,+IR,N,N
AT1G55680-AT3G133405-6+IR,AT1G55680-AT3G13340,5-6,5-6,+IR,N,N
AT1G55680-AT3G133406-7-ALTA,AT1G55680-AT3G13340,6-7,6-7,-ALTA,N,N
AT1G55680-AT3G133406-7+IR,AT1G55680-AT3G13340,6-7,6-7,+IR,N,Y
AT1G55680-AT3G133407-8+IR,AT1G55680-AT3G13340,7-8,7-8,+IR,N,N
AT1G55680-AT3G133408-9+IR,AT1G55680-AT3G13340,8-9,8-9,+IR,N,Y
AT1G55680-AT3G133409-10+IR,AT1G55680-AT3G13340,9-10,9-10,+IR,N,Y
AT1G55970-AT3G1298011-12+IR,AT1G55970-AT3G12980,11-12,12-13,+IR,N,N
AT1G55970-AT3G129804-5+IR,AT1G55970-AT3G12980,4-5,6-7,+IR,N,N
AT1G55970-AT3G129806-7+ALTD,AT1G55970-AT3G12980,6-7,8-9,+ALTD,N,N
AT1G55970-AT3G129806-7+IR,AT1G55970-AT3G12980,6-7,8-9,+IR,N,N
AT1G56110-AT3G128601-2+IR,AT1G56110-AT3G12860,1-2,1-2,+IR,N,N
AT1G63430-AT5G4118010-11-ALTD,AT1G63430-AT5G41180,10-11,10-11,-ALTD,N,N
AT1G63430-AT5G4118011-12+IR,AT1G63430-AT5G41180,11-12,11-12,+IR,N,N
AT1G63430-AT5G4118012-13-ALTA,AT1G63430-AT5G41180,12-13,12-13,-ALTA,N,N
AT1G63430-AT5G4118012-13+ALTA,AT1G63430-AT5G41180,12-13,12-13,+ALTA,N,N
AT1G63430-AT5G4118012-13+IR,AT1G63430-AT5G41180,12-13,12-13,+IR,N,N
AT1G63430-AT5G411805-6+IR,AT1G63430-AT5G41180,5-6,5-6,+IR,N,N
AT1G63430-AT5G411808-9-ALTD,AT1G63430-AT5G41180,8-9,8-9,-ALTD,N,N
AT1G63430-AT5G411809-10+IR,AT1G63430-AT5G41180,9-10,9-10,+IR,N,N
AT1G63500-AT5G412602-3+IR,AT1G63500-AT5G41260,2-3,2-3,+IR,N,N
AT1G63500-AT5G412603-4+ALTD,AT1G63500-AT5G41260,3-4,3-4,+ALTD,N,N
AT1G63500-AT5G412605-6+IR,AT1G63500-AT5G41260,5-6,5-6,+IR,N,N
AT1G63500-AT5G412606-7+IR,AT1G63500-AT5G41260,6-7,6-7,+IR,N,N
AT1G63500-AT5G412607-8-ALTD,AT1G63500-AT5G41260,7-8,7-8,-ALTD,N,N
AT1G63500-AT5G412607-8+IR,AT1G63500-AT5G41260,7-8,7-8,+IR,N,Y
AT1G63500-AT5G412608-9+IR,AT1G63500-AT5G41260,8-9,8-9,+IR,N,N
AT1G63500-AT5G412609-10+IR,AT1G63500-AT5G41260,9-10,9-10,+IR,N,N
AT1G63800-AT5G413401-2+IR,AT1G63800-AT5G41340,1-2,1-2,+IR,N,Y
AT1G63800-AT5G413402-3+IR,AT1G63800-AT5G41340,2-3,2-3,+IR,N,Y
AT1G63800-AT5G413403-4-ALTA;-ALTD,AT1G63800-AT5G41340,3-4,3-4,-ALTA;-ALTD,N,N
AT1G63800-AT5G413403-4+IR,AT1G63800-AT5G41340,3-4,3-4,+IR,N,Y
AT1G63800-AT5G413404-5+ALTA,AT1G63800-AT5G41340,4-5,4-5,+ALTA,N,N
AT1G63800-AT5G413404-5+IR,AT1G63800-AT5G41340,4-5,4-5,+IR,N,N
AT1G64090-AT5G416003-4+IR,AT1G64090-AT5G41600,3-4,2-3,+IR,N,N
AT1G64090-AT5G416005-6+IR,AT1G64090-AT5G41600,5-6,4-5,+IR,Y,Y
AT1G64610-AT5G420105-6+IR,AT1G64610-AT5G42010,5-6,3-4,+IR,N,N
AT1G64610-AT5G420106-7+IR,AT1G64610-AT5G42010,6-7,4-5,+IR,N,N
AT1G64670-AT5G419001-2+IR,AT1G64670-AT5G41900,1-2,1-2,+IR,Y,Y
AT1G66260-AT5G377202-3+ALTD,AT1G66260-AT5G37720,2-3,2-3,+ALTD,Y,Y
AT1G66260-AT5G377202-3+IR,AT1G66260-AT5G37720,2-3,2-3,+IR,N,Y
