gene_name	A	B	C	Gene_Length
AT3G24506	961	745	1818	1161
AT3G24500	467	551	1085	630
AT3G24503	8130	6198	12220	3514
AT3G24508	0	0	0	389
AT3G49830	0	1	2	1558
AT3G10050	4702	3016	7389	3037
AT3G14570	978	716	1482	9986
AT4G16230	0	0	0	1482
AT4G16235	0	0	0	73
AT5G64470	711	539	1103	1939
AT1G80590	2	0	0	947
AT5G64420	3723	2433	5604	5010
AT2G42250	2	1	6	1775
AT2G27010	0	0	1	1687
AT1G51630	2260	2594	4371	2322
AT4G28200	2093	1193	3398	2849
AT4G24550	2896	3343	5280	3307
AT2G33020	10	13	15	2643
AT3G47470	720595	865293	1528691	1662
AT3G14680	11	4	14	2144
AT1G50325	0	0	0	615
AT5G62865	74	149	145	786
AT1G80040	3763	3361	6467	2134
AT5G62860	0	0	0	910
AT3G50020	0	0	0	523
AT3G62880	346	338	547	1394
AT3G01750	361	369	591	2748
AT4G21000	0	0	0	1228
AT4G21585	183	197	390	1966
AT5G26010	91	131	200	1980
AT3G53030	1149	1804	2240	2225
AT3G56040	11416	10397	20549	5096
AT5G59800	272	329	492	2059
AT4G12800	285195	305080	553640	1349
AT2G26650	148	199	232	4758
AT1G75620	36	39	105	1818
AT1G23570	0	0	0	1559
AT5G45500	2812	3674	4716	3012
AT3G17880	1264	1554	2192	2873
AT3G13500	0	0	0	333
AT1G11870	3564	3079	6239	2894
AT5G66045	0	0	0	64
AT3G06190	1703	2126	3392	2623
AT2G30420	293	416	620	1336
AT2G30424	169	131	380	963
AT5G62280	1480	2023	2736	1174
AT2G39705	319	351	748	722
AT2G39700	1928	1183	3867	1753
AT2G34555	1	0	1	1710
AT1G53165	1452	1644	2433	5761
AT1G53163	31	88	102	1025
AT1G53160	687	635	1176	1190
AT1G57670	2	2	3	2704
AT3G09980	3535	4342	8051	2199
AT5G62130	1968	1697	3139	2969
AT2G26390	13	13	20	1405
AT2G34080	0	0	0	1678
AT3G52340	4405	3431	6836	2284
AT3G52345	0	0	0	72
AT2G25300	335	356	587	2601
AT2G28550	6115	5306	9935	2702
AT4G31030	0	2	2	383
AT4G25780	536	409	770	888
AT2G17110	954	1195	1525	3086
AT3G19660	88	88	137	486
AT1G79360	9	7	7	1784
AT1G20000	0	0	0	769
AT3G19663	0	0	0	144
AT4G14400	8361	4761	8570	4157
AT1G73700	161	110	178	2269
AT4G14403	0	0	0	93
AT3G48710	1144	1482	2325	3290
AT5G23575	1958	2610	3653	3944
AT5G27050	0	0	0	363
AT5G51920	66	27	77	1854
AT5G23570	1341	1490	2454	2927
AT3G61510	12	16	30	2236
AT5G58860	0	0	1	2236
AT1G69130	0	0	0	74
AT1G56070	107983	78638	204764	3813
AT2G41660	27	25	70	1368
AT3G57830	420	358	831	3030
AT1G80090	3	0	0	1837
AT3G02470	0	1	1	2445
AT4G09220	0	0	0	360
AT1G74280	230	204	355	1703
AT2G32860	4477	4624	8229	3615
AT3G19595	0	0	0	924
AT3G12360	2426	4154	5443	2617
AT3G19590	533	604	940	2963
AT3G16860	196	269	407	2861
AT1G05410	1110	1009	1807	2408
AT1G48070	0	0	0	632
AT1G69680	408	402	732	2124
AT1G78700	1241	2013	2532	2334
ATCG00380	145	54	77	606
AT4G09590	0	0	0	636
AT3G44810	0	0	0	1488
AT4G26840	3718	3351	7929	1405
AT5G57620	0	0	0	1750
AT5G10760	2236	1757	3008	1866
AT4G36560	0	0	0	333
AT5G46360	4	1	0	1404
AT2G38890	8	4	20	1729
AT5G17233	0	0	0	114
AT5G17230	31569	27020	54698	3253
AT1G32940	589	485	705	3383
AT3G49440	0	0	0	603
AT1G56690	129	112	262	2115
AT4G30810	2816	2459	4716	2762
AT5G57625	0	0	0	958
AT5G24500	928	1081	1565	1435
AT1G55520	1616	1653	2584	2366
AT1G55525	0	0	0	417
AT3G32190	0	0	0	1280
AT5G57510	0	0	4	393
AT5G60570	2597	2361	4562	2190
AT4G08170	830	1028	1485	3781
AT4G23310	36	10	44	3027
AT2G40130	373	416	570	3349
AT3G07640	1046	1118	1668	1752
AT5G20080	3402	2861	5743	4099
AT2G40520	1462	1471	2690	2847
AT3G51060	29	13	57	2062
AT3G09560	2661	2353	3760	4840
AT4G32714	0	0	0	496
AT4G32717	0	0	0	505
AT4G32710	563	501	1155	2417
AT5G52355	0	0	0	82
AT3G05640	1403	2543	3365	2861
AT1G63160	240	216	471	1965
AT5G52350	0	0	0	2708
AT2G32130	0	4	10	640
AT3G56870	332	367	637	3125
AT1G76620	264	251	533	2777
AT5G59670	677	495	792	4159
AT1G68740	807	620	1043	4209
AT3G54580	0	0	1	3095
AT3G20670	899	961	1738	740
AT1G49032	559	1363	1069	738
AT1G49030	0	1	0	1242
AT1G59840	2386	2206	4073	1874
AT1G54690	1269	770	2148	972
AT5G61620	0	0	0	1125
AT2G46470	1149	929	1899	2811
AT3G59690	63	57	147	2920
AT3G59695	0	0	0	1866
AT2G36930	1894	1407	3075	1617
AT5G44610	0	0	0	1112
AT2G37040	12015	8439	22127	2988
AT3G57580	142	156	275	1889
AT5G13440	7066	5458	11933	2053
AT4G33040	163	93	270	770
AT1G74910	7788	11490	13449	3408
AT1G54340	1307	1269	2232	3307
AT4G02120	3565	3832	6409	3514
AT1G71390	3	0	4	2355
AT3G59520	445	480	736	1438
AT1G69910	457	867	980	2153
AT5G21060	2010	1689	3490	3899
AT3G21100	266	246	567	3286
AT3G57050	5769	5573	9391	2963
AT1G31550	938	1203	1612	1855
AT5G55820	353	330	531	7749
AT5G06260	1872	2013	3110	2503
AT5G56710	12319	8394	25922	1141
AT5G51110	25919	19095	43781	1333
AT5G35830	0	0	0	1104
AT1G06490	318	323	615	10648
AT5G54190	284	508	911	1814
AT1G07720	3870	3413	6881	1799
AT1G70110	1	3	2	2086
AT1G07728	19	11	17	1885
AT5G10530	161	147	315	1956
AT3G28700	653	504	1277	2556
AT1G24260	86	69	93	2457
AT2G29090	347	196	477	4873
AT1G24265	265	196	351	3325
AT5G15320	2283	1629	3788	1357
AT4G34900	1443	1641	2886	5773
AT2G42885	0	0	0	637
AT2G42880	5269	4858	9873	3993
AT1G30200	2929	3994	6004	2077
AT4G04200	615	623	1305	1814
AT1G47660	0	0	0	1611
AT2G40955	2	7	3	2040
AT2G05360	0	0	0	3189
AT5G45250	1172	1555	1884	4109
AT2G45350	139	118	190	1842
AT2G29320	2063	1900	3226	1539
AT4G30020	5715	4652	10578	4672
AT4G35050	525	459	864	2269
AT4G08950	256	1219	525	1228
ATMG00720	3	1	0	324
AT5G50240	477	445	763	1342
AT5G49730	48130	58396	81411	3413
AT1G61850	1768	1666	2930	6038
AT5G36820	0	0	0	1233
AT1G63980	4905	4976	9482	2787
AT5G42610	35	15	11	1568
AT1G22950	1043	501	1575	2174
AT4G39880	2321	1679	4264	802
AT2G35350	195	149	399	3078
AT3G29070	0	0	0	1024
AT3G29075	1276	1478	2581	1206
AT3G23610	225	295	416	1720
AT5G49880	1502	1553	2477	5920
AT3G27500	24	27	41	2249
AT3G27503	2	0	0	773
AT5G17620	393	470	850	2807
AT2G28050	166	105	296	1389
AT2G28056	5	5	19	1944
AT4G31370	2	3	9	1031
AT2G22010	3391	3699	5228	6353
AT1G22370	585	1254	1104	1764
AT4G17520	16950	11617	31370	2296
AT5G10200	781	807	1361	3192
AT5G47670	6	2	2	1147
AT2G45820	9545	10932	18908	1739
AT5G43560	2977	2953	4996	5105
AT1G32200	11107	10804	19996	3280
AT4G00430	16035	12582	29962	2178
AT1G29357	65	42	86	1555
AT2G41300	71	67	136	2056
AT2G47460	3	14	16	3142
AT1G66852	0	0	0	333
AT1G66850	0	0	0	477
AT1G66855	0	0	0	464
AT5G15430	92	83	231	1862
AT1G17190	132	151	295	1196
AT3G24340	14	16	19	3638
AT1G16825	270	208	469	1647
AT1G62355	0	0	0	123
AT1G62350	80	26	94	1462
AT1G16820	131	134	148	1630
AT1G67180	147	121	229	2439
AT1G77235	0	0	0	309
AT1G77230	326	155	514	3649
AT3G47670	1278	1260	2185	1096
AT1G17440	2617	2719	4498	3801
AT3G47675	224	175	464	534
AT4G19260	0	0	0	2967
AT1G28110	593	600	1257	3032
AT5G18850	582	625	995	744
AT5G25060	4298	4514	7872	6144
AT3G20997	0	0	0	339
AT3G20993	0	0	0	339
AT1G50120	1686	1548	2766	4344
AT1G29860	0	0	2	1304
AT1G49950	1977	2038	3548	3073
AT1G49952	6	1	8	1136
AT1G64980	2484	2905	5122	1760
AT3G53235	0	0	0	858
AT2G21090	303	190	520	2064
AT3G53232	6	43	29	446
AT3G09040	108	92	174	3087
AT1G67720	1090	768	1840	4733
AT2G23820	1346	1478	2572	2373
AT4G37020	514	588	993	1660
AT4G37022	17	25	23	532
AT1G50690	0	0	0	999
AT1G50691	0	0	0	249
AT1G23770	1	1	0	1053
AT3G15970	1408	1604	2872	2347
AT1G35260	23	18	30	939
AT1G63400	251	216	425	1734
AT1G65760	18	11	25	1125
AT3G53580	5944	5022	10699	2378
AT4G19840	14641	11279	20760	1629
AT1G21730	1238	1564	2268	6488
AT3G20330	2423	1419	3654	2565
AT1G21738	0	0	0	93
AT3G25120	1309	423	1656	1580
AT1G12672	21	3	13	782
AT1G16310	258	206	421	2263
AT3G23970	0	5	0	1242
AT2G46800	1628	3521	3599	1916
AT1G29240	194	247	389	3068
AT1G57470	0	0	0	37
AT5G07060	36	45	76	1479
AT5G57320	55	57	111	4860
AT1G08845	358	307	596	2167
AT1G08840	624	424	909	9365
AT5G02740	1550	1180	2523	2187
AT4G13992	71	61	85	1929
AT4G13990	169	138	328	1701
AT3G52180	3221	3940	5592	3945
AT5G03290	4370	3574	6838	2209
AT2G01470	1891	2129	3355	2503
AT5G41140	4901	4913	9652	4364
AT4G34590	0	0	0	1370
AT2G17350	1022	1172	1994	837
AT1G27290	1926	6845	4634	1381
AT5G22020	1049	1131	1985	1747
AT5G13160	1875	2251	3332	3307
AT4G39140	1314	1738	2428	2690
AT5G23770	124	135	184	2533
AT5G27210	278	275	546	2036
AT1G21190	1076	767	1962	1226
AT1G19690	536	455	932	1855
AT5G67360	10284	11244	21849	2689
AT4G25810	31	233	73	1242
ATCG00230	0	0	0	74
AT3G26470	114	98	121	1545
AT2G42140	2	1	8	851
AT1G04120	3807	2894	5766	6474
AT4G14170	138	101	220	1819
AT5G22791	0	0	2	1323
AT4G34040	2678	2878	4374	4400
AT1G63330	166	199	352	1680
AT3G12160	16	10	16	943
AT1G05650	0	0	0	1863
AT1G01570	48	88	154	2260
AT1G60840	0	0	0	71
AT5G37830	5093	5142	8296	4590
AT3G17600	0	1	1	1118
AT2G15860	2093	2162	3994	4042
AT1G53570	2883	2652	4906	3923
AT3G17609	934	342	1205	833
ATCG00580	225	12	74	252
AT1G14315	2	3	5	1073
AT5G05860	1880	1635	3373	1949
AT1G14310	786	880	1607	1750
AT2G27670	0	0	0	1324
AT3G48150	472	440	708	2993
AT3G28060	36	15	45	987
AT5G04740	2753	2718	4692	2939
AT4G01420	3	1	4	1481
AT3G11600	122	110	182	751
AT3G22200	5167	6575	9419	3745
AT5G18070	306	266	582	1928
AT5G24740	3178	2597	4188	19753
AT1G80620	1555	1154	2842	2056
AT4G03420	2034	2245	3836	2192
AT3G55320	1800	1429	2734	6402
AT5G66920	656	712	1252	2804
AT4G07965	0	0	0	718
AT2G21530	8613	7554	14601	1267
AT4G35310	5093	5696	8701	3009
AT2G14110	318	327	584	1269
AT3G42160	0	0	0	1052
AT2G23000	3609	2063	5099	3652
AT2G26070	371	586	799	1517
AT2G15240	1072	1149	1816	3450
AT1G02000	710	856	1344	1781
AT5G24290	54	60	80	2610
AT4G10500	36	18	22	1460
AT5G46260	607	564	882	4257
AT4G10507	1	0	2	505
AT3G12830	183	120	273	958
AT3G46880	207	178	301	974
AT3G12835	0	0	0	105
AT1G52220	28443	30071	54121	1129
AT1G66440	0	0	0	2181
AT1G05380	3039	3074	5592	5752
AT3G25460	0	0	0	1086
AT4G11450	248	277	408	3366
AT1G05385	2212	1681	4051	1048
AT3G51510	9321	10155	17435	990
AT3G54740	704	864	1265	2211
AT3G58630	464	462	822	2374
AT3G23150	157	170	333	3073
AT1G09400	14	11	19	1525
AT5G27080	0	0	0	1479
AT5G01595	164	140	196	2990
AT5G05030	0	0	0	1889
AT1G17830	137	52	189	2630
AT2G20660	0	0	0	306
AT3G46260	0	0	0	1830
AT2G25520	3955	4322	7360	1530
AT5G60800	1069	903	2164	1759
AT5G64380	2674	3200	4954	1950
AT5G60805	0	0	0	428
AT2G32235	53	84	141	2944
AT4G17880	2462	928	3076	2221
AT2G32230	5891	4219	10560	2708
AT2G22750	1	0	0	1482
AT5G53220	453	406	775	2231
AT5G25160	1	6	2	959
AT1G54100	2687	5709	5873	3867
AT1G79980	0	0	0	74
AT5G01620	546	657	1150	2116
AT5G12323	0	0	0	111
AT4G27500	8101	9770	15896	3102
AT4G26670	1307	1293	2387	1868
AT5G64650	577	512	1169	1450
AT4G26675	0	0	0	73
AT2G32580	2218	2043	3901	1655
AT3G01090	2417	2737	4190	3307
AT3G57210	4	3	15	1346
AT1G03060	4330	3293	6053	14419
AT4G21900	835	531	1433	3005
AT4G21903	13	24	27	2800
AT4G21902	0	0	0	354
AT3G53910	0	0	0	591
AT5G58110	1896	1977	3417	1484
AT3G18380	819	743	1465	2583
AT5G65380	5361	7394	9642	3451
AT2G44860	3099	2144	5834	1760
AT3G10150	225	115	238	1695
AT1G06650	4828	5074	7785	1528
AT5G59105	0	0	0	595
AT4G12100	0	0	1	1706
AT1G07520	347	621	839	2242
AT1G75180	4007	3218	6740	2495
AT1G70350	299	277	705	1172
AT1G78160	1	0	0	2285
AT3G01540	11214	13209	20252	3921
AT1G74850	5859	3152	8574	3466
AT4G00320	0	0	0	1705
AT2G24690	1332	1350	2321	3590
AT2G24692	49	57	134	371
AT2G24693	0	0	0	768
AT2G24696	1	0	0	1835
AT2G33180	2362	1373	4304	1005
AT3G14720	2468	1814	4064	3442
AT1G80360	2612	2837	4697	2305
AT5G06070	0	0	0	1037
AT3G13710	102	125	187	3204
AT5G07300	3164	2591	5011	3382
AT1G78290	1396	1068	1934	1938
AT5G48620	8391	10926	15050	4977
AT5G65520	257	375	523	867
AT4G28410	0	0	0	2771
AT1G74580	327	266	452	2292
AT4G24740	3429	3061	6197	3245
AT2G38660	623	592	1064	2429
AT2G24340	1	0	2	4117
AT2G29525	306	243	452	2467
AT2G29520	0	0	0	73
AT4G30220	2086	1773	4592	1399
AT5G05360	908	905	1614	1061
AT3G44130	0	0	0	1769
AT2G32835	0	0	0	288
AT1G36340	0	2	3	1290
AT3G06019	0	0	0	111
AT5G05365	23	20	49	826
AT3G06010	2251	2666	4087	5251
AT3G42990	0	0	0	799
AT4G30590	0	0	0	940
AT1G17380	197	654	560	1725
AT1G01960	6538	6430	10673	6995
AT3G52190	753	767	1483	3103
AT1G75450	222	117	310	3905
AT4G13760	0	0	1	1591
AT3G12440	0	0	0	1062
AT1G74320	1329	1478	2457	2532
AT3G19410	0	0	0	1122
AT1G73110	4966	3849	7908	2758
AT4G14230	2980	2796	5109	2572
AT2G40815	515	632	1161	1668
AT4G23430	2602	2393	4362	2633
AT2G40810	471	622	749	2137
AT1G68450	0	0	0	739
AT5G23980	134	286	250	3272
AT1G72860	10	17	17	4551
AT5G23989	0	0	0	93
AT4G31170	3609	3785	6526	2522
AT2G34320	2	0	0	879
AT2G39130	1243	1071	2017	4311
AT2G28690	1	0	3	1739
AT3G33293	0	0	0	567
AT5G10040	0	0	0	435
AT2G37660	23618	20866	49980	1847
AT1G42540	3383	3168	5066	3650
AT3G03790	3049	3593	5732	6153
AT5G27150	6558	5504	9925	4076
AT5G63168	0	0	0	138
AT5G63160	2293	23841	6635	2223
AT3G59300	4113	3475	6518	4252
AT2G41140	3085	2506	4634	3304
AT2G44310	2296	1599	3978	615
AT4G25590	0	1	1	1172
AT2G47660	0	0	0	209
AT5G10590	0	0	0	335
AT3G08550	2138	2242	3939	3414
AT3G45770	2381	2533	4270	2295
AT2G19740	3773	3058	7797	1007
AT4G23290	10133	8334	16537	3089
AT2G35744	0	1	0	79
AT2G35747	0	0	0	80
AT2G35740	69	52	138	1926
AT2G35742	0	0	0	80
AT1G01030	299	144	482	2066
AT1G72240	75	39	147	571
AT4G22740	1581	2056	3286	2049
AT2G04750	0	0	0	2987
AT3G04410	0	2	2	369
AT1G62110	294	151	467	1836
AT2G41490	731	742	1219	2517
AT4G03153	0	0	0	744
AT4G03150	1511	1059	2507	961
AT3G60260	453	727	978	3296
AT2G40360	4249	2318	6920	3811
AT3G07850	0	0	0	1982
AT3G08880	203	424	583	1393
AT2G33960	0	0	0	72
AT1G69490	444	1918	1487	1283
AT5G39390	0	0	0	1755
AT1G78930	342	154	573	2661
AT1G77740	5738	4171	10462	3683
AT5G60350	1	1	0	1418
AT4G08455	252	229	409	1183
AT4G08450	0	0	2	5492
AT1G71740	6	4	5	393
AT1G48550	754	716	1190	2115
AT5G45550	1613	1967	3041	2936
AT5G63830	322	296	541	1253
AT3G09680	14	17	56	1327
AT2G36210	9	1	6	765
AT1G55770	0	4	1	528
AT1G63640	1437	1529	2474	6779
AT4G29730	379	290	627	3554
AT1G64610	436	572	876	3215
AT4G29735	877	1053	1909	1740
AT3G56930	636	761	1064	2820
AT1G64618	0	2	2	494
AT5G61470	0	0	0	1114
AT5G45860	0	0	1	486
AT1G65560	290	344	556	2412
AT1G58725	30	44	95	1431
AT5G20270	2389	2373	5022	2026
AT2G46200	207	346	429	2210
AT4G40030	7298	6837	14848	1261
AT4G02680	2771	2299	4587	3882
AT3G54260	273	195	437	1754
AT4G32520	6062	4764	10399	3394
AT2G02340	0	0	1	1187
AT5G16285	0	0	0	273
AT3G21800	1	1	0	1580
AT3G01930	740	671	1135	2500
AT3G21805	0	0	0	91
AT1G63390	11	16	13	477
AT4G03480	2	0	3	2848
AT1G09360	0	0	0	567
AT5G55160	4164	3988	8362	1366
AT1G10430	1489	1337	2468	2156
AT1G30500	348	452	646	1870
AT5G59662	40	16	27	1270
AT1G06350	0	2	2	1527
AT4G02350	2224	3881	4540	2661
AT5G16280	2954	2623	4659	8552
AT1G49200	177	265	323	942
AT1G70830	1966	3793	4037	1516
AT2G39950	2656	2098	3614	3948
AT5G52670	0	0	0	648
AT4G31950	0	2	0	1959
AT5G13760	1028	1341	2083	2922
AT5G16730	4815	6571	10002	3203
AT5G54780	503	554	869	3417
AT5G19500	1798	1684	2879	2994
AT3G52905	364	333	598	1739
AT5G44400	1648	1168	3080	2287
AT5G15420	0	1	0	1139
AT4G34200	6571	4491	11753	2804
AT5G55780	0	1	1	2058
AT2G41960	3800	3836	6406	5176
AT1G27900	1473	1181	2158	5116
AT4G04900	16	7	35	1562
AT5G51090	0	1	1	958
AT4G00585	2270	1876	4188	1644
AT5G16880	4158	5275	7284	2550
AT5G43830	8048	13464	16682	1994
AT5G64860	2564	3300	4698	3676
AT1G62935	4	4	11	531
AT4G05360	1	0	0	4134
AT1G62930	480	397	703	2150
AT5G53780	0	0	0	2160
AT1G31840	76	49	85	2523
AT3G21371	0	0	0	207
AT3G21370	19	0	0	3599
AT2G42430	0	0	1	1852
AT3G05060	3827	2037	6673	3100
AT5G48530	362	350	544	1994
AT5G04500	10	0	0	2892
AT4G19440	615	245	836	3731
AT5G15280	855	770	1407	3849
AT5G18670	1845	3005	3472	2177
AT5G41570	0	0	0	1764
AT5G53250	2	0	5	612
AT2G01060	1587	1891	3131	2132
AT5G49380	37	37	58	1514
AT1G73870	6428	6050	13149	1511
AT1G73875	587	373	923	3915
AT1G47786	0	0	0	1202
AT3G28510	18	15	9	1841
AT1G47780	0	0	0	661
AT5G14770	419	301	699	2817
AT2G38304	0	0	0	192
AT2G38300	638	284	783	2033
AT3G22770	2	0	1	984
AT5G11050	0	0	0	1743
AT1G30135	41	46	23	748
AT3G26060	25083	23914	48434	1683
AT5G45160	1356	1587	2273	5567
AT1G36622	63	49	94	824
AT5G36980	0	0	2	775
AT5G10900	313	425	650	3349
AT5G14480	604	763	1124	2333
AT5G66210	1419	2401	2815	3341
AT1G33050	2746	4330	4839	3706
AT1G33055	30	228	70	1271
AT3G11440	147	214	281	3012
AT4G40040	17283	20009	36743	1557
AT4G11610	1	2	2	4321
AT1G24764	1468	1746	3146	3823
AT2G23570	0	0	0	1041
AT2G45720	537	522	879	2928
AT1G25410	0	0	0	1029
AT4G16045	0	0	0	1955
AT4G16040	0	0	0	273
AT5G49960	635	670	1159	3865
AT1G26690	704	675	1141	1631
AT5G46710	639	1502	2345	2077
AT2G27260	852	1151	1732	990
AT2G18170	866	1023	1603	2120
AT5G42000	944	1127	1597	1675
AT1G66130	3646	4707	7207	1969
AT2G19880	1762	1663	3213	4019
AT4G07666	0	0	0	2141
AT4G01060	24	30	54	544
AT1G13310	4	3	4	1994
AT4G01990	287	168	479	1769
AT4G01995	2278	2112	3904	1719
AT2G01930	1426	2205	2729	1719
AT1G32010	0	0	0	2700
AT3G46060	3925	3854	6913	2430
AT3G23420	0	0	0	1052
AT4G18470	105	105	147	2754
AT3G27331	0	0	0	738
AT3G27330	140	130	216	3696
AT3G54000	99	147	303	2017
AT5G01020	3697	3972	6953	2528
AT1G48960	287	272	575	1276
AT3G43148	0	0	0	3129
AT4G17310	259	311	530	1728
AT2G22220	0	0	0	74
AT2G19220	0	0	0	1484
AT2G01920	0	1	0	939
AT1G27120	1707	1419	3574	2893
AT1G51440	843	449	1282	1782
AT5G40710	592	521	1003	1969
AT1G62250	3451	2593	4844	2177
AT1G53350	941	1132	1899	3617
AT1G35540	2	1	6	3067
AT1G35545	0	0	0	2316
AT3G50950	6082	11129	11710	2972
AT5G58700	165	197	258	3099
AT1G17760	1228	1091	2007	6511
AT5G35510	1	0	5	207
AT3G60700	21	2	9	804
AT1G13860	1063	983	1749	3603
AT1G28090	1053	930	1965	3302
AT4G10490	0	0	0	1494
AT5G43066	0	0	0	225
AT2G03570	0	0	0	429
AT3G20810	45	41	49	2706
AT1G12190	0	0	0	1128
AT5G57350	32979	28174	51634	5694
AT1G11420	41	40	65	2292
AT2G47880	626	703	1496	632
AT1G20693	8599	12280	16902	2046
AT1G20691	3	8	6	1870
AT1G20690	0	1	2	1940
AT1G20696	5872	7869	11514	2047
AT5G38160	0	0	0	442
AT3G47000	2669	3012	4987	2921
AT1G79510	0	0	0	1320
AT2G13542	0	0	0	447
AT2G13540	2609	2517	4747	6074
AT2G13547	0	0	0	213
AT3G14250	0	0	0	1033
AT1G28320	2498	2548	4229	3982
AT1G50710	782	962	1525	3294
AT5G54910	983	395	1573	3163
AT3G26880	0	0	0	402
AT5G03310	0	1	5	483
AT3G20885	0	0	0	82
AT1G52400	10345	11526	20673	3010
AT5G38290	1886	1870	3335	2213
AT1G12730	415	602	721	3230
AT4G37270	4967	5208	8934	4714
AT3G13150	379	165	554	1912
AT2G02620	0	0	0	2125
AT4G13564	0	0	0	212
AT5G28510	0	0	0	2982
AT4G13560	163	108	297	823
AT4G38420	1299	881	2396	2599
AT4G14030	8412	9839	14369	2325
AT3G55820	29	68	81	1097
AT3G58810	69	46	135	2041
AT1G57150	0	0	0	82
AT5G57035	982	1284	1704	3328
AT3G12280	3397	3390	5712	5722
AT1G04080	6499	5289	10494	5516
AT5G57030	10862	9828	18808	2789
AT5G42820	2345	2765	4982	2422
AT3G53790	0	0	1	1790
AT5G42825	1026	1749	2038	779
AT3G14870	102	155	186	1820
AT1G10770	11	10	9	779
AT4G15920	4282	3336	7153	2879
AT2G43420	861	811	1402	3831
AT3G19160	0	0	0	1291
AT4G10200	18	11	15	2420
AT5G38830	2689	2213	4905	2618
AT5G08360	54	53	91	1262
AT5G19260	718	826	1754	1047
AT5G27390	4506	3862	8488	1799
AT5G27395	1068	673	1611	2761
AT1G60490	2076	2387	3307	4744
AT2G28900	2846	4936	7017	1465
AT3G32090	0	2	7	966
AT5G11475	0	0	0	73
AT3G45577	1	0	0	847
AT2G14095	21	24	25	1409
AT3G45570	0	0	1	1023
AT5G45730	22	21	37	1712
AT5G56780	281	437	634	1977
AT1G53430	3996	4516	6702	5922
AT1G19080	684	590	1134	2277
AT1G56400	0	0	0	1817
AT1G19086	0	0	0	797
AT3G52440	0	1	1	744
AT3G61940	0	0	0	1405
AT3G61947	0	0	0	117
AT3G49670	5519	2050	8182	3539
AT1G02900	30	28	32	579
AT3G55790	0	0	2	312
AT2G17670	588	346	942	1807
AT3G55795	0	0	0	72
AT3G02820	284	273	570	1925
AT5G25820	46	23	47	3147
AT4G11550	19	18	20	2007
AT3G63540	12076	10925	22075	623
AT4G15075	0	0	1	743
AT1G05020	137	161	193	2414
AT4G15070	134	123	218	2718
AT4G23960	0	3	1	559
AT1G15850	0	0	0	844
AT3G59020	5879	4660	9118	7296
AT3G51230	50	38	85	1131
AT1G80980	495	493	941	2030
AT3G51238	9	1	3	1670
AT1G61720	0	0	0	1633
AT5G36790	58432	50901	100942	2856
ATCG00790	2447	1992	3384	1464
AT3G24900	13	12	16	2655
AT1G14100	11	14	29	1627
AT1G18680	290	323	511	1527
AT1G13450	1425	2197	2868	2475
AT3G59790	57	27	106	1793
AT3G22436	0	0	0	123
AT3G22430	615	684	1029	4625
AT5G24150	10218	6263	14213	3100
AT5G24155	378	346	737	910
AT2G16780	735	701	1377	2185
AT1G52380	2307	1952	3922	2557
AT1G55170	470	574	943	1702
AT1G59650	704	859	1197	3179
AT1G18350	24	25	46	1088
AT1G55175	22	8	6	1466
AT5G45670	352	733	1695	1957
AT2G21700	0	0	0	72
AT1G27390	2405	1391	3849	1913
AT1G58520	5094	2774	5714	8740
AT5G05200	17637	17652	28959	3158
AT3G54460	6270	6379	9761	5352
AT5G27310	0	0	0	1113
AT2G31955	1250	1343	2099	2451
AT4G16520	7181	11550	15630	1800
AT2G31957	0	2	0	544
AT2G07180	2160	3127	3716	2597
AT2G31953	0	0	0	591
AT2G23630	0	0	0	2752
AT3G58770	9	22	35	3070
AT1G02270	2138	1888	3604	3087
AT3G50540	0	0	0	496
AT3G05210	1049	958	1811	2505
AT5G20700	24520	8466	28233	1274
AT3G53890	8488	5954	17737	1018
AT3G47940	410	683	925	1594
AT4G27710	7557	6970	11871	2165
AT1G06590	552	552	826	8355
AT2G10950	781	839	1330	2452
AT3G15390	526	490	854	3731
AT5G63065	0	0	0	192
AT1G09610	47	41	77	1180
AT3G15395	698	776	1548	706
AT3G10340	266	304	634	4010
AT5G59310	27	43	13	768
AT5G54540	7762	9044	14795	1557
AT4G12310	3898	2605	5538	2162
AT5G50430	1173	1463	1955	2945
AT2G25770	5	13	6	845
AT1G25210	2011	1871	3462	2095
AT3G19990	748	1138	1515	1602
AT3G15640	4022	2865	6608	2636
AT1G30740	0	4	3	1602
AT1G51120	0	0	0	1059
AT1G11200	649	595	1182	2277
AT2G30330	572	436	894	971
AT2G35120	493	397	940	1731
AT5G62990	451	261	664	1875
AT4G31880	3008	3457	5697	4780
AT5G46110	175642	168052	303974	3407
AT2G39810	2292	1910	3965	5258
AT3G01660	844	456	1143	1031
AT4G29970	0	0	0	1153
AT4G25620	1543	2768	4552	2494
AT2G32790	7	0	5	839
AT3G05960	0	1	0	1748
AT2G32795	156	196	316	1488
AT4G33945	1014	1026	1705	2694
AT4G33940	766	1182	1596	1764
AT4G21710	3279	3643	5696	6744
AT5G26700	49	20	46	1336
AT5G55565	1	0	0	3572
AT4G13040	547	680	1155	1591
AT3G52850	6921	7766	12435	4127
AT3G59800	587	735	1284	1922
AT2G28240	535	712	1149	2932
AT5G53010	883	737	1315	8048
AT1G78310	183	333	474	1398
AT4G17098	259	263	414	3069
AT4G28590	451	454	944	1607
AT5G22930	74	19	185	1087
AT2G38140	17410	18876	40235	730
