pair	j1	j2	class	g1r1alt	g1r1cons	g1r2alt	g1r2cons	g1r3alt	g1r3cons	g2r1alt	g2r1cons	g2r2alt	g2r2cons	g2r3alt	g2r3cons	Locus1	Locus2
AT2G19120-AT4G30100	3-4	2-3	+ALTA	0	6	0	11	0	21	6	220	4	191	2	359	CDS	CDS
AT2G19120-AT4G30100	4-5	3-4	+ALTD	0	12	0	7	0	28	1	239	2	292	3	489	CDS	CDS
AT2G19120-AT4G30100	4-5	3-4	-ALTA	0	12	0	7	0	28	2	238	4	290	3	489	CDS	CDS
AT2G19120-AT4G30100	4-5	3-4	+IR	0	12	0	7	0	28	3	237	4	290	4	488	CDS	CDS
AT1G35670-AT4G09570	1-2	1-2	+IR	3	111	3	137	4	173	0	109	0	133	0	182	CDS	CDS
AT1G35670-AT4G09570	6-7	6-7	+IR	6	256	5	216	4	348	0	155	0	185	0	288	CDS	CDS
AT2G44590-AT3G60190	1-2	1-2	+IR	0	1	0	0	0	5	2	216	1	364	1	456	CDS	CDS
AT2G44590-AT3G60190	8-9	8-9	+IR	0	1	0	2	0	3	14	255	23	334	14	480	CDS	CDS
AT2G44590-AT3G60190	8-9	8-9	-ALTA	0	1	0	2	0	3	1	268	1	356	1	493	CDS	CDS
AT2G44590-AT3G60190	10-11	10-11	+IR	0	2	0	3	0	0	11	207	11	275	13	340	CDS	CDS
AT2G44650-AT3G60210	3-4	3-4	-ALTD	2	1876	1	1879	5	4222	0	587	0	530	0	979	CDS	CDS
AT2G44650-AT3G60210	3-4	3-4	-ALTA	3	1875	2	1878	12	4215	0	587	0	530	0	979	CDS	CDS
AT2G44650-AT3G60210	3-4	3-4	+ALTD	6	1872	13	1867	10	4217	0	587	0	530	0	979	CDS	CDS
AT2G44650-AT3G60210	3-4	3-4	+IR	98	1780	95	1785	173	4054	13	574	5	525	21	958	CDS	CDS
AT3G50000-AT5G67380	1-2	1-2	+IR	4	351	2	362	13	642	0	254	0	351	0	523	CDS	CDS
AT3G50000-AT5G67380	2-3	2-3	+IR	0	467	0	499	0	690	8	345	7	404	7	595	CDS	CDS
AT3G50000-AT5G67380	2-3	2-3	-ALTD	0	467	0	499	0	690	1	352	1	410	2	600	CDS	CDS
AT3G50000-AT5G67380	3-4	3-4	+IR	0	356	0	364	0	533	12	307	10	304	24	445	CDS	CDS
AT3G50000-AT5G67380	6-7	6-7	+IR	2	504	2	472	7	728	0	374	0	393	0	623	CDS	CDS
AT3G50000-AT5G67380	7-8	7-8	+IR	0	297	0	330	0	476	29	229	36	335	43	524	CDS	CDS
AT3G50000-AT5G67380	8-9	8-9	+IR	2	257	5	249	5	369	0	209	0	269	0	368	CDS	CDS
AT3G50000-AT5G67380	9-10	9-10	+IR	1	281	4	268	3	364	0	261	0	324	0	438	CDS	CDS
AT4G25800-AT5G57580	5-6	5-6	+IR	0	35	0	33	0	38	5	220	8	340	14	366	CDS	CDS
AT4G25800-AT5G57580	6-7	6-7	+IR	0	28	0	31	0	46	2	185	1	265	2	307	CDS	CDS
AT4G25800-AT5G57580	7-8	7-8	+IR	6	10	7	26	9	37	0	265	0	373	0	401	CDS	CDS
AT2G47800-AT3G62700	2-3	1-2	+IR	0	33	0	30	0	42	1	296	3	423	10	726	CDS	CDS
AT2G47800-AT3G62700	3-4	2-3	+IR	0	25	0	18	0	32	8	461	11	493	23	932	CDS	CDS
AT2G47800-AT3G62700	6-7	5-6	+IR	0	29	0	25	0	36	11	624	5	628	12	1055	CDS	CDS
AT2G47800-AT3G62700	8-9	6-7	+IR	3	40	2	35	1	72	6	714	4	604	6	1210	CDS	CDS
AT2G47800-AT3G62700	10-11	8-9	+IR	0	36	0	21	0	26	9	459	2	375	10	726	CDS	CDS
AT2G36170-AT3G52590	1-2	1-2	+IR	3	1914	1	1233	8	3890	1	7903	3	6478	11	17563	CDS	CDS
AT2G36170-AT3G52590	2-3	2-3	+IR	3	2039	3	1512	11	4590	3	4668	4	4284	10	10647	CDS	CDS
AT2G36170-AT3G52590	3-4	3-4	-ALTD	0	1548	0	1013	0	2915	8	6806	2	5395	11	13725	CDS	CDS
AT2G36170-AT3G52590	3-4	3-4	+IR	7	1541	2	1011	17	2898	91	6723	47	5350	167	13569	CDS	CDS
AT1G17290-AT1G72330	1-2	1-2	+IR	14	1566	5	1494	17	2919	0	55	0	68	0	119	CDS	CDS
AT1G17290-AT1G72330	2-3	2-3	+IR	3	1215	2	1135	1	2213	0	42	0	69	0	90	CDS	CDS
AT1G17290-AT1G72330	3-4	3-4	+IR	1	1443	5	1192	1	2190	0	29	0	44	0	58	CDS	CDS
AT1G17290-AT1G72330	7-8	7-8	-ALTD	0	1439	0	1105	0	2117	18	0	31	0	45	0	CDS	CDS
AT1G17290-AT1G72330	8-9	8-9	+IR	1	1254	1	1208	11	2164	0	59	0	44	0	60	CDS	CDS
AT1G17290-AT1G72330	9-10	9-10	+IR	5	1540	1	1315	13	2386	0	58	0	38	0	71	CDS	CDS
AT1G17290-AT1G72330	10-11	10-11	+IR	1	1269	2	1004	22	1963	0	24	0	46	0	47	CDS	CDS
AT1G17290-AT1G72330	11-12	11-12	+IR	5	1413	4	1118	34	2035	0	20	0	37	0	47	CDS	CDS
AT1G17290-AT1G72330	12-13	12-13	+IR	8	1193	15	959	35	1830	0	27	0	40	0	46	CDS	CDS
AT1G17290-AT1G72330	13-14	13-14	+IR	2	1304	13	988	57	1963	0	43	0	48	0	57	CDS	CDS
AT1G52770-AT3G15570	1-2	1-2	+IR	0	5	0	6	0	9	22	442	7	509	12	754	CDS	CDS
AT1G22050-AT1G77870	1-2	1-2	+IR	5	235	5	220	23	427	0	44	0	37	0	65	CDS	CDS
AT1G55970-AT3G12980	4-5	6-7	+IR	0	29	0	33	0	52	2	76	2	63	6	129	CDS	CDS
AT1G55970-AT3G12980	6-7	8-9	+ALTD	0	49	0	65	0	90	5	105	2	66	5	133	CDS	CDS
AT1G55970-AT3G12980	6-7	8-9	+IR	0	49	0	65	0	90	7	103	2	66	16	122	CDS	CDS
AT1G55970-AT3G12980	11-12	12-13	+IR	0	50	0	62	0	55	4	70	4	80	10	106	CDS	CDS
AT1G55110-AT3G13810	3-4	4-5	+IR	22	143	42	166	69	198	22	70	17	66	58	102	CDS	CDS
AT4G17615-AT5G47100	6-7	6-7	+IR	0	81	0	93	0	188	2	113	1	95	2	182	CDS	CDS
AT4G17615-AT5G47100	7-8	7-8	+IR	0	85	0	104	0	194	2	131	6	72	10	186	CDS	CDS
AT4G17615-AT5G47100	8-9	8-9	+IR	2	47	9	57	9	136	0	125	0	139	0	254	CDS	CDS
AT1G52260-AT3G16110	1-2	1-2	-ALTD	1	41	1	64	1	121	0	131	0	109	0	275	CDS	CDS
AT1G52260-AT3G16110	2-3	2-3	+IR	0	50	0	62	0	94	1	116	1	86	2	158	CDS	CDS
AT1G52260-AT3G16110	4-5	4-5	+ALTA	0	37	0	36	0	54	1	84	3	73	8	116	CDS	CDS
AT1G52260-AT3G16110	6-7	6-7	-ALTD	0	35	0	61	0	85	7	133	1	78	1	151	CDS	CDS
AT1G05810-AT2G31680	1-2	1-2	+IR	0	41	0	82	0	114	21	150	32	108	55	208	CDS	CDS
AT3G02180-AT5G15600	2-3	2-3	+IR	22	853	24	960	43	1601	0	41	0	53	0	86	CDS	CDS
AT3G02180-AT5G15600	2-3	2-3	-ALTA	16	859	19	965	42	1602	0	41	0	53	0	86	CDS	CDS
AT1G45688-AT5G42860	1-2	1-2	+IR	6	620	10	719	11	1199	1	18	2	35	2	48	CDS	CDS
AT1G45688-AT5G42860	2-3	2-3	+IR	5	675	13	766	34	1328	0	29	0	22	0	47	CDS	CDS
AT1G19450-AT1G75220	1-2	1-2	+IR	14	939	7	530	9	1424	0	603	0	767	0	1059	CDS	CDS
AT1G19450-AT1G75220	2-3	2-3	+IR	12	785	1	514	2	1240	0	579	0	753	0	950	CDS	CDS
AT1G19450-AT1G75220	3-4	3-4	+IR	3	1010	4	596	12	1329	0	603	0	600	0	863	CDS	CDS
AT1G19450-AT1G75220	4-5	4-5	+IR	0	968	0	573	0	1232	3	599	3	616	1	907	CDS	CDS
AT1G19450-AT1G75220	7-8	7-8	+IR	7	843	3	566	5	1134	1	627	4	654	2	902	CDS	CDS
AT1G19450-AT1G75220	8-9	8-9	+IR	4	910	1	582	8	1298	2	625	1	656	8	978	CDS	CDS
AT1G19450-AT1G75220	9-10	9-10	+IR	7	1129	6	689	17	1560	0	646	0	789	0	1082	CDS	CDS
AT1G19450-AT1G75220	10-11	10-11	+IR	7	784	3	556	12	1163	1	496	4	606	3	809	CDS	CDS
AT1G19450-AT1G75220	11-12	11-12	-ALTA	1	1448	1	915	2	1990	0	672	0	664	0	966	CDS	CDS
AT1G19450-AT1G75220	11-12	11-12	+IR	140	1309	67	849	185	1807	21	651	27	637	14	952	CDS	CDS
AT1G19450-AT1G75220	13-14	12-13	-ALTD	10	1077	1	726	6	1612	0	510	0	555	0	814	CDS	CDS
AT1G19450-AT1G75220	13-14	12-13	+IR	23	1064	9	718	52	1566	5	505	7	548	10	804	CDS	CDS
AT1G19450-AT1G75220	14-15	13-14	+IR	8	992	3	757	30	1654	8	563	19	601	17	861	CDS	CDS
AT1G19450-AT1G75220	15-16	14-15	-ALTA	9	1036	2	755	10	1698	0	576	0	523	0	708	CDS	CDS
AT1G19450-AT1G75220	15-16	14-15	+IR	20	1025	4	753	50	1658	14	562	53	470	39	669	CDS	CDS
AT1G19450-AT1G75220	16-17	15-16	+IR	32	1247	9	909	41	1928	7	519	49	608	32	783	CDS	CDS
AT1G66460-AT5G37790	5-6	5-6	+IR	34	4	26	3	41	10	0	73	0	101	0	119	CDS	CDS
AT2G45290-AT3G60750	1-2	1-2	+IR	0	31	0	28	0	55	10	11375	5	10185	14	19680	CDS	CDS
AT2G45290-AT3G60750	2-3	2-3	+IR	0	39	0	40	0	80	119	8787	37	8079	219	16215	CDS	CDS
AT2G45290-AT3G60750	3-4	3-4	+IR	0	65	0	32	0	69	31	10992	9	10101	32	20069	CDS	CDS
AT2G45290-AT3G60750	3-4	3-4	-ALTD	0	65	0	32	0	69	1	11022	1	10109	1	20100	CDS	CDS
AT2G45290-AT3G60750	4-5	4-5	+IR	0	69	0	38	0	70	156	9571	149	8215	229	16449	CDS	CDS
AT2G45290-AT3G60750	5-6	5-6	+IR	0	40	0	31	0	50	46	13470	9	10782	45	20798	CDS	CDS
AT2G45290-AT3G60750	6-7	6-7	-ALTD;-ALTA	0	31	0	18	0	42	2	14438	3	10859	6	20294	CDS	CDS
AT2G45290-AT3G60750	6-7	6-7	+IR	3	28	1	17	1	41	68	14372	22	10840	69	20231	CDS	CDS
AT1G21000-AT1G76590	2-3	2-3	+IR	9	208	8	670	34	511	11	58	29	233	25	148	CDS	CDS
AT1G21000-AT1G76590	3-4	3-4	+IR	66	237	72	692	186	488	10	58	7	217	15	97	CDS	CDS
AT5G09770-AT5G64650	1-2	1-2	+IR	1	325	2	284	4	681	0	266	0	264	0	575	CDS	CDS
AT5G09770-AT5G64650	2-3	2-3	+IR	4	264	1	261	4	603	0	145	0	138	0	351	CDS	CDS
AT5G09770-AT5G64650	3-4	3-4	+IR	7	191	2	188	10	399	6	187	4	167	17	379	CDS	CDS
AT5G09770-AT5G64650	4-5	4-5	+IR	0	289	0	214	0	442	6	110	7	85	2	174	CDS	CDS
AT5G09770-AT5G64650	5-6	5-6	+IR	13	281	3	188	13	379	4	106	7	96	12	224	CDS	CDS
AT1G13270-AT3G25740	3-4	3-4	-ALTD	0	238	0	243	0	472	7	171	2	140	13	257	CDS	CDS
AT1G13270-AT3G25740	6-7	6-7	+ALTD	0	491	0	548	0	1107	2	243	5	221	2	392	CDS	CDS
AT1G13270-AT3G25740	6-7	6-7	-ALTA	0	491	0	548	0	1107	1	244	4	222	8	386	CDS	CDS
AT1G13270-AT3G25740	6-7	6-7	+IR	0	491	0	548	0	1107	16	229	14	212	27	367	CDS	CDS
AT1G13270-AT3G25740	7-8	7-8	-ALTA	0	310	0	314	0	613	9	215	4	139	14	281	CDS	CDS
AT1G13270-AT3G25740	7-8	7-8	+IR	8	302	3	311	6	607	8	216	15	128	18	277	CDS	CDS
AT4G24770-AT5G50250	1-2	1-2	+ALTA	3	16153	1	14693	4	31214	0	1165	0	981	0	2064	CDS	CDS
AT4G24770-AT5G50250	1-2	1-2	+IR	89	16067	76	14618	183	31035	6	1159	7	974	8	2056	CDS	CDS
AT4G24770-AT5G50250	2-3	2-3	+IR	33	11856	20	10497	46	21432	1	1172	1	1015	6	2038	CDS	CDS
AT4G24770-AT5G50250	3-4	3-4	+IR	14	9359	18	8388	30	17901	1	990	1	823	4	1889	CDS	CDS
AT4G25870-AT5G57270	5-6	6-7	+IR	0	55	0	53	0	97	9	99	4	89	7	160	CDS	CDS
AT4G25870-AT5G57270	6-7	7-8	+IR	0	93	0	61	0	106	5	151	6	102	11	220	CDS	CDS
AT4G25870-AT5G57270	7-8	8-9	+IR	0	56	0	97	0	125	2	172	3	125	3	310	CDS	CDS
AT4G25870-AT5G57270	8-9	9-10	+IR	4	61	6	74	7	121	20	140	6	114	12	242	CDS	CDS
AT1G19650-AT1G75370	2-3	2-3	+IR	101	122	107	140	222	176	0	456	0	622	0	838	CDS	CDS
AT1G19650-AT1G75370	2-3	2-3	-ALTD	1	222	4	243	2	396	0	456	0	622	0	838	CDS	CDS
AT1G19650-AT1G75370	6-7	6-7	+IR	0	233	0	241	0	412	3	258	4	342	7	421	CDS	CDS
AT1G19650-AT1G75370	7-8	7-8	+IR	0	161	0	174	0	292	25	240	24	235	44	347	CDS	CDS
AT1G19650-AT1G75370	7-8	7-8	-ALTA	12	149	13	161	20	272	3	262	10	249	8	383	CDS	CDS
AT1G19650-AT1G75370	12-13	12-13	+IR	0	155	0	154	0	204	5	378	5	399	11	643	CDS	CDS
AT1G19650-AT1G75370	12-13	12-13	+ALTA;-ALTD	0	155	0	154	0	204	4	379	2	402	5	649	CDS	CDS
AT4G11380-AT4G23460	5-6	3-4	+IR	1	284	1	199	2	353	0	87	0	78	0	105	CDS	CDS
AT4G11380-AT4G23460	6-7	4-5	+IR	8	188	6	176	6	301	3	118	2	74	3	115	CDS	CDS
AT4G11380-AT4G23460	10-11	8-9	+IR	0	232	0	250	0	393	23	160	27	147	51	273	CDS	CDS
AT4G11380-AT4G23460	11-12	9-10	+IR	0	161	0	220	0	351	1	116	1	127	1	203	CDS	CDS
AT4G11380-AT4G23460	14-15	12-13	+IR	3	435	1	369	2	639	0	184	0	182	0	281	CDS	CDS
AT4G11380-AT4G23460	14-15	12-13	-ALTA	2	436	1	369	1	640	0	184	0	182	0	281	CDS	CDS
AT1G25440-AT1G68520	1-2	1-2	-ALTD	0	3010	0	2876	0	6242	2	1981	3	2890	2	3795	CDS	CDS
AT1G25440-AT1G68520	1-2	1-2	-ALTA;+ALTD	1	3009	1	2875	2	6240	0	1983	0	2893	0	3797	CDS	CDS
AT1G25440-AT1G68520	1-2	1-2	-ALTA	0	3010	0	2876	0	6242	1	1982	3	2890	4	3793	CDS	CDS
AT1G25440-AT1G68520	1-2	1-2	+IR	298	2712	134	2742	366	5876	161	1822	261	2632	461	3336	CDS	CDS
AT1G15490-AT1G80280	1-2	1-2	+ALTD	9	18	9	13	14	43	0	14	0	11	0	39	CDS	CDS
AT1G15490-AT1G80280	1-2	1-2	+IR	7	20	8	14	23	34	0	14	0	11	0	39	CDS	CDS
AT4G24970-AT5G50780	1-2	1-2	+IR	0	9	0	8	0	13	7	25	10	47	12	48	CDS	CDS
AT4G24970-AT5G50780	7-8	7-8	+IR	0	19	0	26	0	42	4	22	16	51	8	50	CDS	CDS
AT4G24970-AT5G50780	9-10	9-10	+IR	0	24	0	16	0	20	4	34	4	32	5	63	CDS	CDS
AT4G24970-AT5G50780	11-12	11-12	-ALTA	0	34	0	22	0	35	35	0	57	0	101	0	CDS	CDS
AT4G24970-AT5G50780	12-13	12-13	+IR	0	31	0	33	0	30	4	26	8	47	4	59	CDS	CDS
AT1G09580-AT1G57620	1-2	1-2	+IR	0	136	0	126	0	232	7	131	7	117	3	220	CDS	CDS
AT4G24890-AT5G50400	7-8	7-8	+IR	0	0	0	2	0	0	19	76	13	89	26	121	CDS	CDS
AT1G03960-AT5G44090	1-2	1-2	+ALTD	0	51	0	29	0	70	2	147	1	98	3	180	CDS	CDS
AT1G03960-AT5G44090	1-2	1-2	+IR	27	24	8	21	29	41	6	143	4	95	18	165	CDS	CDS
AT1G03960-AT5G44090	2-3	2-3	+ALTD	28	37	19	35	37	77	0	149	0	168	0	275	CDS	CDS
AT1G03960-AT5G44090	2-3	2-3	+ALTA	9	56	9	45	19	95	0	149	0	168	0	275	CDS	CDS
AT1G03960-AT5G44090	2-3	2-3	+CREX	7	58	6	48	16	98	0	149	0	168	0	275	CDS	CDS
AT1G03960-AT5G44090	2-3	2-3	+IR	5	60	2	52	2	112	0	149	0	168	0	275	CDS	CDS
AT1G03960-AT5G44090	3-4	3-4	+IR	1	34	3	37	14	74	2	102	2	86	5	132	CDS	CDS
AT1G03960-AT5G44090	6-7	6-7	+IR	0	51	0	41	0	76	32	138	23	156	32	240	CDS	CDS
AT1G03960-AT5G44090	7-8	7-8	+IR	2	70	3	44	1	50	1	242	1	228	5	324	CDS	CDS
AT1G03960-AT5G44090	8-9	8-9	+IR	38	33	32	51	39	88	0	208	0	250	0	399	CDS	CDS
AT1G03960-AT5G44090	8-9	8-9	-ALTD	2	69	3	80	10	117	0	208	0	250	0	399	CDS	CDS
AT1G03960-AT5G44090	9-10	9-10	+IR	1	53	1	39	6	66	15	174	3	185	7	271	CDS	CDS
AT1G03960-AT5G44090	10-11	10-11	+IR	0	37	0	62	0	70	8	145	24	140	33	175	CDS	CDS
AT1G03960-AT5G44090	11-12	11-12	+IR	5	51	4	60	5	122	0	227	0	186	0	288	CDS	CDS
AT1G04830-AT4G13730	5-6	5-6	+IR	10	76	1	102	8	135	0	130	0	145	0	219	CDS	CDS
AT1G04830-AT4G13730	6-7	6-7	+ALTD;-ALTA	0	154	0	149	0	232	1	136	2	175	1	256	CDS	CDS
AT1G04830-AT4G13730	6-7	6-7	+ALTA	0	154	0	149	0	232	6	131	10	167	9	248	CDS	CDS
AT1G04830-AT4G13730	6-7	6-7	+IR	60	94	44	105	99	133	12	125	8	169	21	236	CDS	CDS
AT1G04830-AT4G13730	8-9	8-9	+IR	20	79	11	125	14	174	0	159	0	148	0	208	CDS	CDS
AT2G37620-AT3G53750	3-4	3-4	+IR	4	181	5	173	2	291	0	252	0	175	0	428	CDS	CDS
AT1G14360-AT2G02810	6-7	6-7	+IR	2	145	3	152	1	242	13	83	3	90	7	102	CDS	CDS
AT5G09930-AT5G64840	1-2	1-2	+IR	0	2	0	2	0	3	4	2855	5	3466	1	5133	CDS	CDS
AT5G09930-AT5G64840	1-2	1-2	-ALTA	0	2	0	2	0	3	1	2858	3	3468	12	5122	CDS	CDS
AT5G09930-AT5G64840	2-3	2-3	+IR	0	3	0	1	0	3	4	3769	4	4096	30	6143	CDS	CDS
AT5G09930-AT5G64840	3-4	3-4	+IR	0	4	0	4	0	3	5	3042	4	3371	5	5080	CDS	CDS
AT5G09930-AT5G64840	3-4	3-4	+ALTA	0	4	0	4	0	3	22	3025	21	3354	41	5044	CDS	CDS
AT5G09930-AT5G64840	4-5	4-5	+IR	0	2	0	2	0	1	44	3200	9	3195	56	4762	CDS	CDS
AT5G09930-AT5G64840	6-7	5-6	+IR	0	7	0	2	0	0	10	3413	2	3701	19	5516	CDS	CDS
AT5G09930-AT5G64840	7-8	6-7	+IR	0	2	0	4	0	6	25	3438	11	3883	54	5865	CDS	CDS
AT4G17600-AT5G47110	1-2	1-2	+ALTD	0	3870	0	3358	0	6923	12	3946	7	3965	11	6759	CDS	CDS
AT4G17600-AT5G47110	1-2	1-2	-ALTA	25	3845	14	3344	34	6889	0	3958	0	3972	0	6770	CDS	CDS
AT4G17600-AT5G47110	1-2	1-2	+IR	70	3800	40	3318	117	6806	114	3844	108	3864	236	6534	CDS	CDS
AT4G17600-AT5G47110	2-3	2-3	+IR	29	3482	12	2992	62	6356	91	3529	58	3294	99	5842	CDS	CDS
AT3G02730-AT5G16400	1-2	1-2	-ALTD	2	6706	1	6376	4	11062	0	2294	0	2947	0	4666	CDS	CDS
AT3G02730-AT5G16400	1-2	1-2	+IR	238	6470	112	6265	374	10692	46	2248	47	2900	91	4575	CDS	CDS
AT3G02730-AT5G16400	2-3	2-3	+ALTD	46	6253	70	5939	106	10678	0	2644	0	2951	0	4557	CDS	CDS
AT3G02730-AT5G16400	2-3	2-3	+IR	637	5662	328	5681	821	9963	11	2633	9	2942	7	4550	CDS	CDS
AT3G49350-AT5G24390	1-2	1-2	+IR	1	60	2	80	1	103	0	0	0	2	0	5	CDS	CDS
AT1G10470-AT1G59940	1-2	1-2	+IR	28	1826	24	1100	36	3327	0	0	0	0	0	0	CDS	CDS
AT1G10470-AT1G59940	2-3	2-3	+IR	21	1917	6	1030	6	2973	0	0	0	0	0	0	CDS	CDS
AT1G10470-AT1G59940	3-4	3-4	+IR	90	1990	63	1057	93	2987	0	0	0	0	0	0	CDS	CDS
AT1G10470-AT1G59940	3-4	3-4	-ALTA	13	2067	8	1112	11	3069	0	0	0	0	0	0	CDS	CDS
AT1G10470-AT1G59940	4-5	4-5	+IR	74	1242	25	695	21	1935	0	0	0	0	0	0	CDS	CDS
AT2G25300-AT4G32120	3-4	3-4	+IR	0	68	0	48	0	101	1	113	3	114	3	173	CDS	CDS
AT2G25300-AT4G32120	5-6	5-6	+IR	6	53	11	45	13	95	0	55	0	66	0	97	CDS	CDS
AT2G25300-AT4G32120	5-6	5-6	-ALTD	0	59	0	56	0	108	2	53	9	57	5	92	CDS	CDS
AT2G25300-AT4G32120	7-8	7-8	+IR	0	31	0	30	0	61	1	52	4	66	13	107	CDS	CDS
AT2G25300-AT4G32120	8-9	8-9	+IR	1	26	5	29	1	62	2	76	2	67	6	113	CDS	CDS
AT1G22490-AT1G72210	1-2	1-2	+IR	1	8	18	31	7	21	6	0	5	2	29	2	CDS	CDS
AT1G22600-AT1G72100	1-2	1-2	+IR	5	0	4	0	9	2	0	0	0	0	0	0	CDS	CDS
AT1G01060-AT2G46830	5-6	4-5	+ALTD	0	167	0	70	0	201	33	1314	21	776	60	1907	CDS	CDS
AT1G01060-AT2G46830	5-6	4-5	+IR	5	162	2	68	2	199	887	460	275	522	1024	943	CDS	CDS
AT1G48230-AT3G17430	2-3	2-3	+IR	0	152	0	143	0	273	2	131	1	85	2	212	CDS	CDS
AT1G48230-AT3G17430	5-6	5-6	+IR	2	179	3	164	5	275	10	168	7	143	10	280	CDS	CDS
AT1G48230-AT3G17430	7-8	7-8	+IR	2	135	1	137	2	203	1	138	1	96	4	158	CDS	CDS
AT1G48230-AT3G17430	8-9	8-9	+IR	0	192	0	164	0	297	4	157	10	86	7	251	CDS	CDS
AT1G48230-AT3G17430	9-10	9-10	+IR	4	153	1	135	6	238	0	119	0	124	0	268	CDS	CDS
AT1G52830-AT3G15540	1-2	1-2	+IR	2	28	22	26	6	26	15	137	13	181	16	251	CDS	CDS
AT1G52830-AT3G15540	2-3	2-3	+IR	5	13	11	21	2	23	0	112	0	165	0	238	CDS	CDS
AT2G22800-AT4G37790	1-2	1-2	-ALTD	4	130	2	189	3	269	0	330	0	376	0	574	CDS	CDS
AT2G22800-AT4G37790	1-2	1-2	+IR	24	110	34	157	78	194	24	306	22	354	40	534	CDS	CDS
AT2G22800-AT4G37790	2-3	2-3	+IR	13	76	2	106	12	184	13	313	8	384	16	585	CDS	CDS
AT4G26080-AT5G57050	1-2	1-2	+IR	4	334	9	528	19	766	0	67	0	65	0	110	CDS	CDS
AT4G26080-AT5G57050	1-2	1-2	-ALTA	3	335	4	533	2	783	0	67	0	65	0	110	CDS	CDS
AT4G26080-AT5G57050	2-3	2-3	+IR	17	353	19	478	23	696	0	62	0	65	0	102	CDS	CDS
AT4G26080-AT5G57050	3-4	3-4	+IR	32	356	15	611	39	889	11	98	6	135	24	142	CDS	CDS
AT4G26060-AT5G57060	4-5	4-5	+IR	7	43	1	73	3	96	0	53	0	73	0	93	CDS	CDS
AT1G49840-AT3G19540	1-2	1-2	+IR	32	51	25	68	47	89	3	80	5	50	18	94	CDS	CDS
AT1G23260-AT1G70660	2-3	2-3	-ALTD	0	319	0	319	0	559	18	489	18	577	23	703	CDS	CDS
AT1G23260-AT1G70660	2-3	2-3	+IR	114	205	101	218	199	360	52	455	20	575	60	666	CDS	CDS
AT1G23260-AT1G70660	3-4	3-4	+IR	1	337	2	444	2	671	0	466	0	463	0	634	CDS	CDS
AT1G55200-AT3G13690	3-4	4-5	+IR	0	11	0	6	0	28	4	336	4	261	3	461	CDS	CDS
AT1G55200-AT3G13690	4-5	5-6	+IR	0	15	0	12	0	38	4	299	3	375	18	588	CDS	CDS
AT1G55200-AT3G13690	4-5	5-6	+ALTA	0	15	0	12	0	38	1	302	5	373	4	602	CDS	CDS
AT1G55200-AT3G13690	5-6	6-7	+IR	0	31	0	7	0	37	7	305	2	304	20	499	CDS	CDS
AT1G55200-AT3G13690	7-8	8-9	+IR	0	34	0	13	0	43	36	365	24	410	72	667	CDS	CDS
AT2G37660-AT5G02240	2-3	2-3	+IR	4	4047	5	3569	6	7979	0	1929	0	1778	0	3276	CDS	CDS
AT2G37660-AT5G02240	3-4	3-4	-ALTA	9	3956	1	3494	7	7842	0	1728	0	1591	0	2913	CDS	CDS
AT2G37660-AT5G02240	3-4	3-4	+IR	51	3914	67	3428	96	7753	8	1720	5	1586	7	2906	CDS	CDS
AT2G37660-AT5G02240	4-5	4-5	+IR	12	3477	10	3072	10	7762	2	1723	2	1459	3	2732	CDS	CDS
AT2G37660-AT5G02240	5-6	5-6	+IR	12	3942	11	3364	18	8502	16	1478	18	1252	28	2173	CDS	CDS
AT2G37660-AT5G02240	6-7	6-7	+IR	1	3875	3	3173	7	7989	0	1084	0	954	0	1704	CDS	CDS
AT2G25070-AT4G31860	3-4	3-4	+IR	1	369	6	490	11	609	0	179	0	195	0	341	CDS	CDS
AT2G25070-AT4G31860	4-5	4-5	+IR	4	353	11	467	12	677	7	226	3	214	8	361	CDS	CDS
AT2G25070-AT4G31860	5-6	5-6	+IR	7	341	3	415	10	538	0	125	0	205	0	340	CDS	CDS
AT2G25070-AT4G31860	6-7	7-8	+IR	0	415	0	497	0	678	1	167	3	151	7	240	CDS	CDS
AT2G25070-AT4G31860	7-8	8-9	+IR	2	437	2	512	2	674	4	181	3	179	5	225	CDS	CDS
AT2G25070-AT4G31860	8-9	9-10	+IR	2	446	1	478	1	682	9	217	12	186	25	248	CDS	CDS
AT2G25070-AT4G31860	9-10	10-11	-ALTA	3	369	2	418	2	575	0	219	0	226	0	327	CDS	CDS
AT2G25070-AT4G31860	9-10	10-11	+IR	3	369	1	419	6	571	78	141	79	147	114	213	CDS	CDS
AT1G18670-AT1G74330	7-8	7-8	+IR	14	28	12	52	14	94	11	11	21	18	25	36	CDS	CDS
AT1G09390-AT1G56670	1-2	1-2	+IR	16	185	4	181	8	347	18	37	17	35	51	73	CDS	CDS
AT1G09390-AT1G56670	4-5	4-5	-ALTD	4	314	8	285	4	515	0	49	0	38	0	67	CDS	CDS
AT1G09390-AT1G56670	4-5	4-5	+IR	19	299	8	285	11	508	3	46	5	33	12	55	CDS	CDS
AT3G22440-AT4G14900	1-2	1-2	+IR	8	796	1	1072	12	1558	1	103	7	103	6	168	CDS	CDS
AT3G22440-AT4G14900	2-3	2-3	+IR	10	785	7	894	16	1328	10	114	6	133	8	176	CDS	CDS
AT1G10670-AT1G60810	4-5	3-4	+IR	3	1515	6	1680	9	2942	0	60	0	75	0	131	CDS	CDS
