gene_name	species	junct	class	A_alt	A_nrm	B_alt	B_nrm	C_alt	C_nrm	unique_code
AT4G19510	AT	6-7	ALTA	159	12	177	23	225	24	10637927:10637965:-:ALTA
AT4G19510	AT	6-7	IR	2	169	4	196	8	241	na:na:+:IR
AT4G19510	AT	7-8	IR	269	8	226	0	346	10	na:na:+:IR
AT4G01593	AT	2	CRIN	16	154	8	126	10	211	691479:691630:-:CRIN
AT5G09660	AT	1-2	ALTA	2	17868	3	17772	8	31749	2995170:2995181:+:ALTA
AT5G09660	AT	1-2	ALTA	1	17869	1	17774	6	31751	2995170:2995185:+:ALTA
AT5G09660	AT	1-2	ALTD	2	17868	7	17768	3	31754	2995309:2995488:+:ALTD
AT5G09660	AT	1-2	ALTD	32	17838	17	17758	25	31732	2995486:2995488:+:ALTD
AT5G09660	AT	1-2	IR	181	17689	96	17679	258	31499	na:na:+:IR
AT5G09660	AT	2-3	IR	40	15275	19	15439	52	25555	na:na:+:IR
AT5G09660	AT	3	CRIN	4	97236	1	94553	1	160161	2994669:2994816:-:CRIN
AT5G09660	AT	3-4	ALTA	5	13410	3	12074	16	19987	2994459:2994462:-:ALTA
AT5G09660	AT	3-4	ALTD	14	13401	8	12069	11	19992	2994548:2994550:-:ALTD
AT5G09660	AT	3-4	IR	46	13369	11	12066	30	19973	na:na:+:IR
AT5G09660	AT	4-5	IR	61	14904	32	13783	66	22839	na:na:+:IR
AT5G09660	AT	4-6	ALTA	3	97237	5	94549	7	160155	2993905:2994067:-:ALTA
AT5G09660	AT	4-7	ALTD	16	97224	14	94540	21	160141	2994350:2994372:+:ALTD
AT5G09660	AT	5-6	IR	36	14849	8	14061	46	23164	na:na:+:IR
AT5G09660	AT	6	CRIN	1	97239	3	94551	3	160159	2993884:2993972:-:CRIN
AT5G09660	AT	6	CRIN	1	97239	7	94547	7	160155	2993892:2993977:-:CRIN
AT5G09660	AT	6	CRIN	21	97219	8	94546	10	160152	2993898:2993977:-:CRIN
AT5G09660	AT	6	CRIN	8940	88300	8791	85763	14689	145473	2993905:2993977:-:CRIN
AT5G09660	AT	6	CRIN	1	97239	1	94553	1	160161	2993910:2993982:-:CRIN
AT5G09660	AT	6-6	CREX	97	97143	59	94495	85	160077	2993905:2993977:+:CREX
AT5G09660	AT	6-7	IR	33	11787	13	11334	42	18753	na:na:+:IR
AT2G01350	AT	1-2	IR	20	699	6	703	20	1281	na:na:+:IR
AT2G01350	AT	2-3	ALTA	5	348	3	367	8	697	166815:166856:-:ALTA
AT2G01350	AT	2-3	ALTA	3	350	3	367	7	698	166854:166856:-:ALTA
AT2G01350	AT	2-3	IR	69	284	63	307	107	598	na:na:+:IR
AT2G01350	AT	3-4	IR	10	658	4	659	9	1207	na:na:+:IR
AT2G01350	AT	4-5	IR	6	624	10	482	6	898	na:na:+:IR
AT2G01350	AT	5-6	ALTA	14	289	14	271	28	483	166068:166072:+:ALTA
AT2G01350	AT	5-6	IR	13	290	2	283	8	503	na:na:+:IR
AT5G53560	AT	1-2	IR	16	2096	12	1959	34	3732	na:na:+:IR
AT5G53560	AT	2-3	IR	50	1586	41	1667	115	3372	na:na:+:IR
AT5G53560	AT	3-4	IR	38	1947	18	1986	39	3933	na:na:+:IR
AT5G49070	AT	1	CRIN	4	8	2	5	6	28	19889324:19889409:-:CRIN
AT2G38250	AT	1-2	IR	6	2	5	6	5	11	na:na:+:IR
AT3G22660	AT	1-2	IR	15	566	3	244	16	955	na:na:+:IR
AT3G29390	AT	10	CRIN	4	3662	2	2932	7	5534	11292435:11292547:-:CRIN
AT3G29390	AT	10-11	ALTA	54	963	31	647	63	1174	11293316:11294032:+:ALTA
AT3G29390	AT	10-11	ALTA	23	994	23	655	42	1195	11293390:11294032:+:ALTA
AT3G29390	AT	10-11	IR	734	283	465	213	808	429	na:na:+:IR
AT3G29390	AT	11-12	IR	3	188	4	163	9	309	na:na:+:IR
AT3G29390	AT	2-3	IR	7	193	4	224	9	353	na:na:+:IR
AT3G29390	AT	5-6	ALTA	35	157	11	132	19	278	11291362:11291367:-:ALTA
AT3G29390	AT	5-6	IR	9	183	3	140	15	282	na:na:+:IR
AT3G29390	AT	7-8	ALTA	20	615	37	447	52	958	11291895:11291928:-:ALTA
AT3G29390	AT	7-8	IR	591	44	425	59	904	106	na:na:+:IR
AT3G29390	AT	8-9	ALTA	3	313	1	211	1	377	11292105:11292107:-:ALTA
AT3G29390	AT	8-9	IR	50	266	32	180	46	332	na:na:+:IR
AT5G18410	AT	1-2	IR	2	84	2	64	4	133	na:na:+:IR
AT5G18410	AT	10-11	IR	11	72	1	39	5	88	na:na:+:IR
AT5G18410	AT	12-13	ALTP	24	61	21	45	31	95	6102058:6102061:-:ALTA;6102162:6102165:+:ALTD
AT5G18410	AT	14-15	IR	2	101	2	106	1	184	na:na:+:IR
AT5G18410	AT	19-20	IR	2	82	3	68	9	127	na:na:+:IR
AT5G18410	AT	20-21	ALTA	6	82	1	86	1	135	6100161:6100168:+:ALTA
AT5G18410	AT	20-21	IR	1	87	1	86	3	133	na:na:+:IR
AT5G18410	AT	23-24	IR	1	157	4	159	7	241	na:na:+:IR
AT5G18410	AT	27-28	ALTP	242	4	217	0	404	2	6098531:6098536:+:ALTA;6098617:6098625:-:ALTD
AT5G18410	AT	28-29	ALTD	1	238	1	186	2	358	6098318:6098331:+:ALTD
AT3G26710	AT	1-2	ALTA	5	2129	2	1522	7	3705	9813983:9814018:-:ALTA
AT3G26710	AT	1-2	ALTA	4	2130	3	1521	3	3709	9813983:9814021:-:ALTA
AT3G26710	AT	1-2	IR	101	2033	48	1476	101	3611	na:na:+:IR
AT3G26710	AT	2-3	IR	48	1815	15	1483	48	3189	na:na:+:IR
AT3G26710	AT	3-4	IR	59	2804	36	2240	98	5451	na:na:+:IR
AT4G11740	AT	1-2	IR	1	103	1	129	1	234	na:na:+:IR
AT4G11740	AT	10-11	IR	19	197	11	222	13	332	na:na:+:IR
AT4G11740	AT	8-9	IR	10	177	1	189	3	296	na:na:+:IR
AT4G11740	AT	9-10	IR	1	144	2	148	7	218	na:na:+:IR
AT4G16770	AT	1-2	IR	4	257	1	258	5	414	na:na:+:IR
AT4G16770	AT	10-11	IR	5	143	1	153	7	274	na:na:+:IR
AT4G16770	AT	2-3	IR	41	83	25	123	48	203	na:na:+:IR
AT4G16770	AT	5-6	IR	14	121	10	160	17	227	na:na:+:IR
AT4G16770	AT	6-7	IR	9	101	11	100	32	149	na:na:+:IR
AT4G16770	AT	7-8	ALTA	93	3	97	3	144	10	9435160:9435160:-:ALTA
AT4G16770	AT	7-8	IR	1	95	2	98	10	144	na:na:+:IR
AT4G16770	AT	8-9	ALTA	8	157	7	153	12	235	9435005:9435019:-:ALTA
AT4G16770	AT	8-9	IR	18	147	16	144	25	222	na:na:+:IR
AT4G16770	AT	9-10	ALTD	6	159	1	182	5	308	9434969:9434973:+:ALTD
AT4G16770	AT	9-10	IR	1	164	2	181	10	303	na:na:+:IR
AT2G23460	AT	5-6	IR	1	141	2	175	2	260	na:na:+:IR
AT2G23460	AT	6-7	IR	1	162	3	201	11	338	na:na:+:IR
AT1G14990	AT	1-2	IR	1	81	3	80	15	154	na:na:+:IR
AT1G14990	AT	4-5	IR	4	0	2	0	1	0	na:na:+:IR
AT1G14990	AT	3-5	SKIP	78	260	57	213	129	419	3-5
AT2G27510	AT	1-2	IR	17	148	4	149	7	361	na:na:+:IR
AT1G22630	AT	1	CRIN	284	6016	248	5163	530	10105	8003419:8003512:-:CRIN
AT1G22630	AT	1-2	ALTA	98	1777	77	1675	160	3206	8003703:8003716:+:ALTA
AT1G22630	AT	1-2	ALTA	6	1869	2	1750	6	3360	8003717:8003727:-:ALTA
AT1G22630	AT	1-2	IR	92	1783	33	1719	76	3290	na:na:+:IR
AT1G22630	AT	2-3	ALTA	5	2444	2	2205	2	4345	8003903:8003926:+:ALTA
AT1G22630	AT	2-3	IR	277	2172	119	2088	376	3971	na:na:+:IR
AT1G22630	AT	3-4	ALTD	7	2561	5	2112	17	4205	8003934:8003973:-:ALTD
AT1G22630	AT	3-4	ALTD	7	2561	1	2116	1	4221	8003974:8003977:+:ALTD
AT1G22630	AT	3-4	IR	169	2399	75	2042	275	3947	na:na:+:IR
AT3G11220	AT	3-4	IR	18	38	8	26	13	42	na:na:+:IR
AT3G11220	AT	4-5	IR	1	56	1	28	2	54	na:na:+:IR
AT3G11220	AT	5-6	IR	14	0	12	0	25	0	na:na:+:IR
AT3G11220	AT	6-7	IR	22	0	6	0	27	0	na:na:+:IR
AT3G11220	AT	7-8	IR	2	53	2	27	5	59	na:na:+:IR
AT3G11220	AT	9-10	IR	2	50	2	14	7	64	na:na:+:IR
AT3G11220	AT	5-7	SKIP	40	391	30	250	53	610	5-7
AT5G40640	AT	8-9	IR	1	38	1	39	1	77	na:na:+:IR
AT2G01820	AT	1	CRIN	2	5991	3	5927	1	11139	360337:360408:-:CRIN
AT2G01820	AT	1-2	IR	5	414	11	377	12	769	na:na:+:IR
AT3G23530	AT	1-2	IR	6	292	1	285	3	416	na:na:+:IR
AT3G23530	AT	11-12	IR	4	464	1	429	3	633	na:na:+:IR
AT3G23530	AT	12-13	IR	1	342	6	290	8	481	na:na:+:IR
AT3G23530	AT	15-16	IR	1	315	1	294	1	514	na:na:+:IR
AT3G23530	AT	17-18	IR	10	511	3	457	6	827	na:na:+:IR
AT3G23530	AT	19-20	IR	1	561	1	499	1	1032	na:na:+:IR
AT3G23530	AT	2-3	IR	2	303	2	341	5	552	na:na:+:IR
AT3G23530	AT	20-21	IR	7	506	11	433	9	884	na:na:+:IR
AT3G23530	AT	21-22	IR	4	510	6	398	6	790	na:na:+:IR
AT3G23530	AT	4-5	IR	1	288	1	293	5	579	na:na:+:IR
AT3G23530	AT	9-10	IR	1	217	1	207	1	355	na:na:+:IR
AT3G23530	AT	7-18	SKIP	4	7107	1	6672	4	12109	7-18
AT4G18740	AT	1-2	ALTA	6	329	14	408	22	646	10304231:10304268:-:ALTA
AT4G18740	AT	1-2	ALTA	126	209	156	266	253	415	10304269:10304275:+:ALTA
AT4G18740	AT	1-2	IR	26	309	16	406	40	628	na:na:+:IR
AT4G18740	AT	2-3	IR	16	276	13	376	14	552	na:na:+:IR
AT4G18740	AT	3	CRIN	191	1495	251	2119	432	3319	10303632:10303724:-:CRIN
AT1G13170	AT	4-5	ALTD	47	6	65	0	112	1	4490267:4490329:-:ALTD
AT3G26450	AT	1-2	ALTA	3	3836	1	3632	1	7116	9681854:9681861:-:ALTA
AT3G26450	AT	1-2	ALTP	2	3837	1	3632	1	7116	9681862:9681873:+:ALTA;9683104:9683109:+:ALTD
AT3G26450	AT	1-2	ALTA	8	3831	3	3630	6	7111	9681862:9681891:+:ALTA
AT3G26450	AT	1-2	ALTA	8	3831	1	3632	6	7111	9681862:9682734:+:ALTA
AT3G26450	AT	1-2	IR	923	2916	372	3261	984	6133	na:na:+:IR
AT2G22330	AT	1-2	IR	119	766	105	845	225	1077	na:na:+:IR
AT3G46600	AT	1	CRIN	16	2037	11	7904	12	11215	17158210:17158297:-:CRIN
AT3G46600	AT	1	CRIN	6	2047	9	7906	10	11217	17158210:17158301:-:CRIN
AT3G46600	AT	1	CRIN	19	2034	7	7908	10	11217	17159595:17159697:-:CRIN
AT3G62870	AT	1-2	ALTA	14	8681	5	5097	22	15177	23244023:23244104:+:ALTA
AT3G62870	AT	1-2	IR	35	8660	19	5083	72	15127	na:na:+:IR
AT3G62870	AT	2-3	ALTA	4	11465	2	6784	1	20294	23243869:23243875:-:ALTA
AT3G62870	AT	2-3	IR	2	11467	1	6785	11	20284	na:na:+:IR
AT3G62870	AT	3-4	IR	3	5559	1	3282	4	9482	na:na:+:IR
AT3G62870	AT	4-5	IR	17	3087	1	1844	24	5399	na:na:+:IR
AT3G62870	AT	5-6	IR	22	4053	3	2234	28	7134	na:na:+:IR
AT3G27190	AT	1-2	IR	5	18	1	9	5	19	na:na:+:IR
AT3G27190	AT	10-11	IR	2	43	1	25	2	34	na:na:+:IR
AT3G27190	AT	4-5	IR	4	31	5	11	2	25	na:na:+:IR
AT3G27190	AT	5-6	IR	1	30	1	17	1	35	na:na:+:IR
AT1G51370	AT	1-2	IR	11	7	3	6	5	3	na:na:+:IR
AT1G27650	AT	1-2	ALTD	1	211	2	270	2	490	9614725:9614734:-:ALTD
AT1G27650	AT	1-2	IR	13	199	10	262	23	469	na:na:+:IR
AT5G01240	AT	1-2	IR	1	339	1	516	5	1046	na:na:+:IR
AT5G01240	AT	3-4	ALTA	1	228	3	241	2	565	98931:98940:-:ALTA
AT5G01240	AT	3-4	IR	14	215	12	232	34	533	na:na:+:IR
AT5G01240	AT	4-5	ALTA	2	389	1	459	2	837	99176:99199:-:ALTA
AT5G01240	AT	4-5	IR	2	389	4	456	4	835	na:na:+:IR
AT5G01240	AT	5-6	ALTD	1	258	4	265	15	439	99355:99359:-:ALTD
AT5G01240	AT	6-7	ALTD	4	374	5	398	14	683	99539:100033:+:ALTD
AT5G01240	AT	6-7	ALTA	3	375	1	402	1	696	99945:100117:+:ALTA
AT5G01240	AT	6-7	IR	66	312	41	362	65	632	na:na:+:IR
AT5G01240	AT	7-8	IR	5	242	11	234	13	422	na:na:+:IR
AT5G01240	AT	8-9	IR	26	254	21	296	52	513	na:na:+:IR
AT1G28490	AT	3-4	ALTP	2	190	1	155	6	331	10016681:10016683:+:ALTD;10016869:10016871:-:ALTA
AT1G28490	AT	3-4	ALTA	4	188	9	147	16	321	10016865:10016868:+:ALTA
AT1G28490	AT	3-4	IR	40	152	21	135	50	287	na:na:+:IR
AT1G28490	AT	4-5	IR	1	188	1	255	5	410	na:na:+:IR
AT1G28490	AT	6-7	IR	9	217	2	206	3	396	na:na:+:IR
AT1G29720	AT	1-2	IR	9	169	5	91	8	204	na:na:+:IR
AT1G29720	AT	10-11	IR	1	100	1	91	1	114	na:na:+:IR
AT1G29720	AT	11-12	ALTA	7	157	4	92	3	161	10397415:10397606:+:ALTA
AT1G29720	AT	11-12	ALTD	7	157	3	93	11	153	10397535:10397743:+:ALTD
AT1G29720	AT	13-14	IR	2	143	4	91	3	157	na:na:+:IR
AT1G29720	AT	14-15	IR	5	163	5	103	11	218	na:na:+:IR
AT1G29720	AT	15-16	ALTA	5	212	5	107	9	236	10396826:10396850:+:ALTA
AT1G29720	AT	15-16	IR	18	199	12	100	11	234	na:na:+:IR
AT1G29720	AT	16-17	ALTA	5	211	1	101	1	189	10396639:10396643:-:ALTA
AT1G29720	AT	16-17	IR	19	197	4	98	7	183	na:na:+:IR
AT1G29720	AT	17-18	IR	8	219	1	148	5	295	na:na:+:IR
AT1G29720	AT	18-19	IR	8	232	3	132	8	296	na:na:+:IR
AT1G29720	AT	19-20	ALTP	3	165	1	81	1	175	10395582:10395595:+:ALTA;10395655:10395697:+:ALTD
AT1G29720	AT	19-20	ALTD	5	163	2	80	6	170	10395655:10395697:+:ALTD
AT1G29720	AT	19-20	IR	73	95	33	49	69	107	na:na:+:IR
AT1G29720	AT	20-21	ALTA	5	605	5	350	4	728	10395350:10395363:-:ALTA
AT1G29720	AT	20-21	IR	11	599	1	354	15	717	na:na:+:IR
AT1G29720	AT	22-23	IR	25	306	9	193	15	394	na:na:+:IR
AT1G29720	AT	24-25	IR	15	490	6	305	23	642	na:na:+:IR
AT1G29720	AT	6-7	ALTD	10	196	7	121	7	211	10398674:10398698:-:ALTD
AT1G29720	AT	7-8	ALTA	28	186	9	109	22	191	10398293:10398384:+:ALTA
AT1G29720	AT	7-8	ALTD	1	213	1	117	1	212	10398491:10398507:-:ALTD
AT1G29720	AT	7-8	IR	34	180	7	111	27	186	na:na:+:IR
AT1G29720	AT	9-10	ALTA	1	178	3	107	3	164	10397979:10397992:+:ALTA
AT1G53200	AT	2-3	ALTD	14	19	5	20	13	49	19842634:19842650:-:ALTD
AT1G53200	AT	2-3	IR	2	31	1	24	1	61	na:na:+:IR
AT1G53200	AT	5-6	IR	1	39	1	26	1	54	na:na:+:IR
AT4G21520	AT	1-2	IR	7	34	3	57	6	81	na:na:+:IR
AT4G21520	AT	10-11	IR	3	61	5	46	4	72	na:na:+:IR
AT4G21520	AT	11-12	IR	2	40	17	44	12	64	na:na:+:IR
AT4G21520	AT	5-6	ALTD	9	35	2	37	5	45	11449502:11449506:-:ALTD
AT1G67040	AT	4-5	ALTA	22	18	17	23	36	33	25019704:25019709:+:ALTA
AT1G67040	AT	4-5	IR	6	34	2	38	1	68	na:na:+:IR
AT1G64530	AT	2	CRIN	2	1257	5	1189	2	2340	23960364:23960461:-:CRIN
AT1G64530	AT	3-4	ALTD	18	65	12	53	18	109	23960896:23960927:+:ALTD
AT1G64530	AT	3-4	IR	23	60	10	55	33	94	na:na:+:IR
AT1G79440	AT	1-2	IR	2	63	1	174	2	187	na:na:+:IR
AT1G79440	AT	11-12	IR	3	77	11	160	10	168	na:na:+:IR
AT1G79440	AT	13-14	IR	1	88	11	159	20	132	na:na:+:IR
AT1G79440	AT	14-15	IR	2	75	7	192	4	147	na:na:+:IR
AT1G79440	AT	15-16	IR	4	75	4	178	7	144	na:na:+:IR
AT1G79440	AT	17-18	IR	2	88	1	158	1	166	na:na:+:IR
AT1G79440	AT	19-20	IR	1	99	6	149	10	184	na:na:+:IR
AT1G79440	AT	3-4	IR	5	71	15	106	8	146	na:na:+:IR
AT1G79440	AT	5-6	ALTA	22	64	8	112	10	162	29886101:29886107:+:ALTA
AT1G79440	AT	5-6	IR	11	75	22	98	15	157	na:na:+:IR
AT1G79440	AT	9-10	IR	2	71	7	131	8	147	na:na:+:IR
AT1G17500	AT	9-10	IR	3	69	1	53	6	89	na:na:+:IR
AT1G20560	AT	1-2	ALTA	1	110	1	125	2	225	7121387:7121393:-:ALTA
AT1G20560	AT	1-2	IR	37	74	42	84	66	161	na:na:+:IR
AT1G28230	AT	1-2	ALTA	1	153	3	236	4	356	9862563:9863758:+:ALTA
AT1G28230	AT	1-2	IR	20	134	42	197	36	324	na:na:+:IR
AT4G02920	AT	1-2	ALTA	1239	1082	1274	1033	2316	2155	1293227:1293229:-:ALTA
AT4G02920	AT	1-2	IR	19	2302	5	2302	24	4447	na:na:+:IR
AT4G02920	AT	3-4	ALTA	50	3061	25	2676	67	4876	1293998:1294000:+:ALTA
AT4G02920	AT	3-4	IR	33	3078	4	2697	20	4923	na:na:+:IR
AT4G02920	AT	4-5	ALTA	2	3470	5	2997	7	5517	1294160:1294174:-:ALTA
AT4G02920	AT	4-5	IR	142	3330	55	2947	178	5346	na:na:+:IR
AT4G11220	AT	1-2	ALTA	1	297	1	348	2	501	6838999:6839004:-:ALTA
AT4G11220	AT	1-2	IR	2	296	1	348	8	495	na:na:+:IR
AT4G11220	AT	2-3	IR	1	261	4	325	2	515	na:na:+:IR
AT4G11220	AT	3-4	IR	7	341	2	365	9	560	na:na:+:IR
AT4G11220	AT	4-5	IR	15	309	2	365	19	633	na:na:+:IR
AT5G56600	AT	1-2	ALTA	19	1040	6	897	19	1954	22910221:22910243:+:ALTA
AT5G56600	AT	1-2	IR	42	1017	20	883	46	1927	na:na:+:IR
AT5G56600	AT	2-3	IR	8	631	4	488	11	984	na:na:+:IR
AT1G52550	AT	1-2	IR	46	153	19	117	67	217	na:na:+:IR
AT3G53390	AT	10-11	IR	9	163	8	145	32	244	na:na:+:IR
AT3G53390	AT	2-3	IR	3	60	2	49	1	83	na:na:+:IR
AT3G53390	AT	4-5	IR	1	69	1	74	6	112	na:na:+:IR
AT3G53390	AT	5-6	IR	2	76	1	77	4	164	na:na:+:IR
AT3G53390	AT	6-7	IR	13	84	8	82	18	156	na:na:+:IR
AT3G53390	AT	8-9	IR	17	102	5	129	7	213	na:na:+:IR
AT5G62270	AT	1-2	ALTD	3	240	6	179	6	439	25012076:25012100:+:ALTD
AT5G62270	AT	1-2	IR	8	235	1	184	14	431	na:na:+:IR
AT5G62270	AT	3-4	IR	29	207	8	185	17	445	na:na:+:IR
AT5G62270	AT	4-5	ALTD	1	189	1	206	1	398	25013997:25014050:+:ALTD
AT5G62270	AT	4-5	IR	85	105	109	98	231	168	na:na:+:IR
AT4G13650	AT	1-2	IR	8	28	5	15	8	48	na:na:+:IR
AT1G20380	AT	2-3	IR	5	28	1	22	9	54	na:na:+:IR
AT4G38350	AT	1-2	IR	7	138	4	160	11	255	na:na:+:IR
AT4G38350	AT	12-13	ALTA	4	137	7	82	7	189	17964148:17964175:-:ALTA
AT4G38350	AT	15	CRIN	139	4530	127	4019	263	7484	17963510:17963581:-:CRIN
AT4G38350	AT	20-21	IR	6	136	3	140	6	243	na:na:+:IR
AT4G38350	AT	23-24	IR	5	128	6	84	12	188	na:na:+:IR
AT4G38350	AT	24-25	IR	139	131	77	91	160	156	na:na:+:IR
AT4G38350	AT	26-27	ALTP	3	173	3	155	4	281	17960477:17960478:+:ALTA;17960678:17960679:-:ALTD
AT4G38350	AT	26-27	IR	22	154	10	148	17	268	na:na:+:IR
AT4G38350	AT	27-28	ALTA	5	206	2	187	11	318	17960329:17960344:-:ALTA
AT4G38350	AT	29-30	IR	6	212	8	172	9	341	na:na:+:IR
AT4G38350	AT	31-32	IR	14	218	4	183	6	363	na:na:+:IR
AT4G38350	AT	32-33	IR	12	251	6	221	2	435	na:na:+:IR
AT4G38350	AT	33-34	IR	25	257	15	212	42	452	na:na:+:IR
AT4G38350	AT	34-35	IR	26	351	13	240	24	563	na:na:+:IR
AT4G38350	AT	35-36	IR	83	237	49	185	81	371	na:na:+:IR
AT4G38350	AT	36-37	IR	3	259	1	182	3	351	na:na:+:IR
AT4G38350	AT	5-6	ALTA	2	119	1	115	2	184	17965841:17965859:-:ALTA
AT4G38350	AT	6-7	IR	6	117	5	114	10	174	na:na:+:IR
AT4G14385	AT	2-3	IR	23	114	21	117	26	187	na:na:+:IR
AT4G14385	AT	3-4	IR	120	118	103	120	177	203	na:na:+:IR
AT4G14385	AT	4-5	IR	38	125	48	144	64	215	na:na:+:IR
AT4G14385	AT	5-6	ALTD	11	106	7	149	13	221	8287348:8287378:+:ALTD
AT4G14385	AT	5-6	IR	1	116	5	151	7	227	na:na:+:IR
AT5G60920	AT	1-2	IR	9	1011	1	1163	6	1922	na:na:+:IR
AT5G60920	AT	3-4	IR	2	1668	1	1795	1	3159	na:na:+:IR
AT5G60920	AT	4-5	IR	1	1182	6	1080	4	1945	na:na:+:IR
AT5G60920	AT	5-6	IR	6	1074	5	1054	22	1815	na:na:+:IR
AT5G60920	AT	6-7	IR	6	1340	9	1318	6	2310	na:na:+:IR
AT2G16890	AT	1-2	IR	9	15	1	18	17	52	na:na:+:IR
AT3G61010	AT	1-2	ALTA	17	127	9	99	15	213	22574725:22574792:-:ALTA
AT3G61010	AT	1-2	ALTA	8	136	1	107	18	210	22574747:22574792:-:ALTA
AT3G61010	AT	1-2	ALTA	1	143	3	105	1	227	22574793:22574829:+:ALTA
AT3G61010	AT	10-11	IR	270	0	189	0	368	0	na:na:+:IR
AT3G61010	AT	11-12	IR	243	0	174	0	373	0	na:na:+:IR
AT3G61010	AT	12-13	ALTP	3	300	2	198	7	420	22571943:22571970:+:ALTA;22572081:22572090:+:ALTD
AT3G61010	AT	12-13	ALTP	17	286	8	192	26	401	22571943:22571988:+:ALTA;22572081:22572090:+:ALTD
AT3G61010	AT	12-13	IR	274	29	190	10	393	34	na:na:+:IR
AT3G61010	AT	13-14	IR	10	125	6	67	13	135	na:na:+:IR
AT3G61010	AT	14-15	IR	29	89	10	58	20	141	na:na:+:IR
AT3G61010	AT	3-4	IR	315	65	244	33	367	99	na:na:+:IR
AT3G61010	AT	4-5	IR	4	118	5	91	5	141	na:na:+:IR
AT3G61010	AT	5-6	ALTD	28	103	19	70	56	134	22573843:22573847:+:ALTD
AT3G61010	AT	6-7	ALTD	49	149	33	100	85	204	22573610:22573636:+:ALTD
AT3G61010	AT	6-7	IR	102	96	73	60	158	131	na:na:+:IR
AT3G61010	AT	6-8	SKAD	41	2323	21	1859	55	3586	22573299:22573458:+:ALTA;22573610:22573636:+:ALTD
AT3G61010	AT	7-8	IR	448	0	326	2	624	1	na:na:+:IR
AT3G61010	AT	9-10	IR	326	0	235	0	482	0	na:na:+:IR
AT2G43350	AT	4-5	IR	12	125	7	131	13	237	na:na:+:IR
AT2G43350	AT	6-7	ALTA	7	150	9	106	8	209	18008839:18008843:-:ALTA
AT2G43350	AT	6-7	IR	36	121	12	103	22	195	na:na:+:IR
AT5G28770	AT	1-2	ALTA	55	278	84	511	98	572	10797621:10797641:-:ALTA
AT5G28770	AT	1-2	IR	19	314	29	566	60	610	na:na:+:IR
AT5G28770	AT	2-3	IR	30	384	27	651	90	761	na:na:+:IR
AT5G28770	AT	3-4	IR	48	471	65	863	140	990	na:na:+:IR
AT5G28770	AT	4-5	IR	117	443	92	786	175	915	na:na:+:IR
AT5G28770	AT	5-6	IR	134	419	89	847	211	980	na:na:+:IR
AT2G17760	AT	1-2	ALTD	4	113	2	111	2	158	7713793:7713797:+:ALTD
AT2G17760	AT	1-2	IR	5	112	3	110	6	154	na:na:+:IR
AT2G17760	AT	2-3	IR	11	164	9	105	15	197	na:na:+:IR
AT2G17760	AT	3-4	IR	2	143	1	101	1	203	na:na:+:IR
AT2G17760	AT	5-6	IR	2	154	1	103	2	186	na:na:+:IR
AT2G17760	AT	7-8	IR	1	114	1	93	1	150	na:na:+:IR
AT2G17760	AT	9-10	IR	1	67	3	68	1	110	na:na:+:IR
AT5G57655	AT	11-12	IR	9	542	101	1149	40	1000	na:na:+:IR
AT5G57655	AT	12-13	IR	5	285	33	803	18	601	na:na:+:IR
AT5G57655	AT	2-3	IR	2	276	3	716	1	622	na:na:+:IR
AT5G57655	AT	5-6	IR	1	413	7	1309	5	1068	na:na:+:IR
AT5G57655	AT	7-8	IR	15	330	98	727	26	597	na:na:+:IR
AT5G08270	AT	1-2	IR	3	40	1	23	10	84	na:na:+:IR
AT5G08270	AT	3-4	ALTA	6	35	21	22	31	37	2662699:2662703:+:ALTA
AT5G08270	AT	3-4	IR	18	23	6	37	7	61	na:na:+:IR
AT1G08900	AT	1-2	ALTA	2	269	10	257	10	480	2852716:2852739:-:ALTA
AT1G08900	AT	1-2	IR	27	244	17	250	34	456	na:na:+:IR
AT1G08900	AT	10-11	ALTA	5	163	17	219	21	250	2854315:2854333:+:ALTA
AT1G08900	AT	10-11	IR	8	160	27	209	23	248	na:na:+:IR
AT1G08900	AT	11-12	IR	20	268	32	267	24	317	na:na:+:IR
AT1G08900	AT	12-13	IR	9	249	28	244	23	291	na:na:+:IR
AT1G08900	AT	13-14	IR	46	200	52	184	46	231	na:na:+:IR
AT1G08900	AT	14-15	IR	10	287	24	301	29	348	na:na:+:IR
AT1G08900	AT	15-16	IR	6	105	20	130	16	182	na:na:+:IR
AT1G08900	AT	17-18	IR	39	174	56	212	33	275	na:na:+:IR
AT1G08900	AT	18-19	IR	128	0	129	0	158	0	na:na:+:IR
AT1G08900	AT	2-3	ALTA	8	204	4	315	4	420	2852906:2852936:-:ALTA
AT1G08900	AT	2-3	IR	6	206	24	295	13	411	na:na:+:IR
AT1G08900	AT	5-6	ALTA	2	244	3	276	3	382	2853436:2853451:-:ALTA
AT1G08900	AT	5-6	ALTA	14	232	19	260	19	366	2853436:2853454:-:ALTA
AT1G08900	AT	5-6	IR	4	242	2	277	1	384	na:na:+:IR
AT1G08900	AT	7-8	ALTA	6	169	7	291	6	325	2853779:2853836:-:ALTA
AT1G08900	AT	7-8	IR	33	142	36	262	44	287	na:na:+:IR
AT1G08900	AT	8-9	IR	3	203	2	336	3	368	na:na:+:IR
AT1G21380	AT	1-2	IR	9	287	4	313	10	511	na:na:+:IR
AT1G21380	AT	2-3	IR	2	188	3	253	15	368	na:na:+:IR
